Device Time, Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Intake Air Temperature(°F),Speed (OBD)(mph)
21-May-2018 17:25:02.238,14.35873604,161.6000061,712.5,-,38.4313736,89.59999847,0
21-May-2018 17:25:03.234,14.35873604,161.6000061,700,-,38.4313736,89.59999847,0
21-May-2018 17:25:04.234,14.35873604,161.6000061,700,-,38.4313736,89.59999847,0
21-May-2018 17:25:05.233,14.35873604,161.6000061,712.5,-,38.4313736,89.59999847,0
21-May-2018 17:25:06.233,14.35873604,161.6000061,712.5,-,38.4313736,89.59999847,0
21-May-2018 17:25:07.233,14.35873604,161.6000061,700,0.00411573,38.4313736,89.59999847,0
21-May-2018 17:25:08.233,14.35873604,161.6000061,700,0.00411573,38.4313736,89.59999847,0
21-May-2018 17:25:09.234,14.35873604,161.6000061,700,0.00406213,38.4313736,89.59999847,0
21-May-2018 17:25:10.234,14.35873604,161.6000061,700,0.00406213,38.4313736,89.59999847,0
21-May-2018 17:25:11.233,14.35873604,161.6000061,700,0.00404595,38.4313736,89.59999847,0
21-May-2018 17:25:12.233,14.35873604,163.3999939,700,0.00404868,38.4313736,89.59999847,0
21-May-2018 17:25:13.234,14.35873604,163.3999939,700,0.00404868,38.4313736,89.59999847,0
21-May-2018 17:25:14.234,14.35873604,163.3999939,625,0.00394553,38.4313736,89.59999847,0
21-May-2018 17:25:15.234,14.35873604,163.3999939,637.5,0.00427059,38.4313736,89.59999847,0
21-May-2018 17:25:16.234,14.35873604,163.3999939,637.5,0.00427059,38.4313736,89.59999847,0
21-May-2018 17:25:17.235,14.35873604,163.3999939,812.5,0.00565745,38.4313736,87.80000305,0
21-May-2018 17:25:18.234,14.35873604,163.3999939,687.5,0.00555682,38.4313736,87.80000305,0
21-May-2018 17:25:19.236,14.35873604,163.3999939,687.5,0.00555682,38.03921509,87.80000305,1.24274242
21-May-2018 17:25:20.236,14.35873604,163.3999939,775,0.00591765,38.03921509,87.80000305,1.24274242
21-May-2018 17:25:21.234,14.35873604,163.3999939,812.5,0.00608229,38.03921509,87.80000305,1.24274242
21-May-2018 17:25:22.235,14.35873604,163.3999939,812.5,0.00608229,38.03921509,87.80000305,1.24274242
21-May-2018 17:25:23.236,14.35873604,163.3999939,912.5,0.00740906,38.03921509,87.80000305,2.48548484
21-May-2018 17:25:24.234,14.35873604,163.3999939,912.5,0.00633036,38.03921509,87.80000305,2.48548484
21-May-2018 17:25:25.234,14.35873604,163.3999939,737.5,0.00633036,38.03921509,87.80000305,0
21-May-2018 17:25:26.234,14.35873604,163.3999939,1037.5,0.00737243,37.64706039,87.80000305,0
21-May-2018 17:25:27.235,14.35873604,163.3999939,1437.5,0.01969351,37.64706039,87.80000305,0
21-May-2018 17:25:28.233,14.35873604,163.3999939,1437.5,0.01969351,37.64706039,87.80000305,1.24274242
21-May-2018 17:25:29.234,14.35873604,163.3999939,1200,0.01209585,37.64706039,86,3.72822714
21-May-2018 17:25:30.234,14.35873604,163.3999939,912.5,0.01221602,37.64706039,86,3.72822714
21-May-2018 17:25:31.233,14.35873604,163.3999939,912.5,0.01221602,37.64706039,86,3.72822714
21-May-2018 17:25:32.236,14.35873604,163.3999939,1062.5,0.0074582,37.64706039,86,4.97096968
21-May-2018 17:25:33.236,14.35873604,165.19999695,937.5,0.00682833,37.25490189,86,4.97096968
21-May-2018 17:25:34.235,14.35873604,165.19999695,937.5,0.00682833,37.64706039,87.80000305,4.97096968
21-May-2018 17:25:35.233,14.35873604,165.19999695,950,0.00682202,37.64706039,87.80000305,4.97096968
21-May-2018 17:25:36.233,14.35873604,165.19999695,1400,0.01490868,37.64706039,87.80000305,4.97096968
21-May-2018 17:25:37.234,14.35873604,165.19999695,1400,0.01490868,37.64706039,86,4.97096968
21-May-2018 17:25:38.234,14.35873604,165.19999695,1325,0.01289028,37.64706039,86,7.45645428
21-May-2018 17:25:39.234,14.35873604,167,1537.5,0.01512025,37.64706039,86,7.45645428
21-May-2018 17:25:40.235,14.35873604,167,1537.5,0.01512025,37.64706039,86,8.69919682
21-May-2018 17:25:41.234,14.35873604,167,1025,0.00567869,37.64706039,86,9.94193935
21-May-2018 17:25:42.235,14.35873604,167,912.5,0.00569574,37.64706039,86,9.94193935
21-May-2018 17:25:43.234,14.35873604,167,912.5,0.00569574,37.25490189,87.80000305,8.69919682
21-May-2018 17:25:44.234,14.35873604,167,1012.5,0.00560228,37.25490189,87.80000305,7.45645428
21-May-2018 17:25:45.235,14.35873604,167,1012.5,0.0056265,37.25490189,87.80000305,7.45645428
21-May-2018 17:25:46.234,14.35873604,167,1012.5,0.0056265,37.64706039,87.80000305,7.45645428
21-May-2018 17:25:47.234,14.35873604,167,1100,0.00603655,37.64706039,87.80000305,7.45645428
21-May-2018 17:25:48.235,14.35873604,167,1337.5,0.00903851,37.64706039,87.80000305,7.45645428
21-May-2018 17:25:49.234,14.35873604,167,1337.5,0.00903851,37.25490189,86,8.69919682
21-May-2018 17:25:50.234,14.35873604,167,1212.5,0.00688144,37.25490189,86,8.69919682
21-May-2018 17:25:51.236,14.35873604,167,1137.5,0.0071376,37.25490189,86,8.69919682
21-May-2018 17:25:52.235,14.35873604,167,1137.5,0.0071376,37.25490189,86,9.94193935
21-May-2018 17:25:53.234,14.35873604,167,1137.5,0.00729119,37.25490189,86,9.94193935
21-May-2018 17:25:54.237,14.35873604,167,1062.5,0.00598652,37.25490189,86,11.18468189
21-May-2018 17:25:55.236,14.35873604,167,1062.5,0.00598652,37.25490189,86,11.18468189
21-May-2018 17:25:56.234,14.35873604,167,1062.5,0.0055978,37.25490189,87.80000305,11.18468189
21-May-2018 17:25:57.235,14.35873604,168.80000305,1300,0.00934213,37.25490189,87.80000305,11.18468189
21-May-2018 17:25:58.235,14.35873604,168.80000305,1300,0.00934213,37.25490189,86,11.18468189
21-May-2018 17:25:59.234,14.35873604,168.80000305,1175,0.00625302,37.25490189,86,11.18468189
21-May-2018 17:26:00.234,14.35873604,168.80000305,1025,0.00576328,37.25490189,86,11.18468189
21-May-2018 17:26:01.236,14.35873604,168.80000305,1025,0.00576328,37.25490189,86,11.18468189
21-May-2018 17:26:02.234,14.35873604,168.80000305,1025,0.00571171,37.25490189,86,11.18468189
21-May-2018 17:26:03.234,14.35873604,168.80000305,1025,0.00561717,37.64706039,86,11.18468189
21-May-2018 17:26:04.235,14.35873604,168.80000305,1025,0.00561717,37.64706039,86,11.18468189
21-May-2018 17:26:05.234,14.35873604,168.80000305,987.5,0.00568526,37.64706039,86,11.18468189
21-May-2018 17:26:06.235,14.35873604,168.80000305,975,0.00549305,37.64706039,86,9.94193935
21-May-2018 17:26:07.234,14.35873604,168.80000305,975,0.00549305,37.64706039,86,9.94193935
21-May-2018 17:26:08.236,14.35873604,168.80000305,987.5,0.0054863,37.64706039,86,9.94193935
21-May-2018 17:26:09.235,14.35873604,168.80000305,962.5,0.0056082,37.64706039,86,8.69919682
21-May-2018 17:26:10.234,14.35873604,168.80000305,962.5,0.0056082,38.03921509,86,8.69919682
21-May-2018 17:26:11.234,14.35873604,168.80000305,962.5,0.0054741,38.03921509,86,7.45645428
21-May-2018 17:26:12.233,14.35873604,168.80000305,875,0.00586249,38.03921509,86,3.72822714
21-May-2018 17:26:13.234,14.35873604,170.6000061,875,0.00586249,38.03921509,86,3.72822714
21-May-2018 17:26:14.237,14.35873604,170.6000061,762.5,0.00577236,38.03921509,86,2.48548484
21-May-2018 17:26:15.234,14.35873604,170.6000061,1162.5,0.01245705,38.03921509,86,4.97096968
21-May-2018 17:26:16.235,14.35873604,170.6000061,1162.5,0.01245705,38.03921509,86,4.97096968
21-May-2018 17:26:17.236,14.35873604,170.6000061,1775,0.02279474,38.03921509,86,6.21371174
21-May-2018 17:26:18.234,14.35873604,170.6000061,1537.5,0.01558321,38.03921509,86,7.45645428
21-May-2018 17:26:19.234,14.35873604,170.6000061,1537.5,0.01558321,38.03921509,86,7.45645428
21-May-2018 17:26:20.234,14.35873604,170.6000061,1037.5,0.00591587,38.03921509,86,7.45645428
21-May-2018 17:26:21.234,14.35873604,170.6000061,1037.5,0.00582787,38.03921509,86,7.45645428
21-May-2018 17:26:22.235,14.35873604,170.6000061,1012.5,0.00582787,38.03921509,86,6.21371174
21-May-2018 17:26:23.236,14.35873604,170.6000061,1500,0.01499408,38.03921509,86,6.21371174
21-May-2018 17:26:24.234,14.35873604,170.6000061,1500,0.03514797,37.64706039,86,6.21371174
21-May-2018 17:26:25.235,14.35873604,170.6000061,2162.5,0.03514797,37.64706039,84.19999695,9.94193935
21-May-2018 17:26:26.235,14.35873604,172.3999939,1850,0.02866182,37.64706039,84.19999695,13.67016602
21-May-2018 17:26:27.234,14.35873604,172.3999939,1525,0.02483018,37.64706039,84.19999695,13.67016602
21-May-2018 17:26:28.239,14.35873604,172.3999939,1525,0.02483018,37.25490189,84.19999695,16.15565109
