Device Time, G(x), G(y), G(z), G(calibrated), 100-0kph Time(s),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (GPS)(mph),Speed (OBD)(mph),AC
09-Jun-2018 10:16:38.924,-1.2,7.08,6.65,0.04,-,-0.03,-0.02,0.12,-,13.92,0,0,-,1275,0,98.04,1309.19,233.4,33.04,-116.88,-,2.73,0,-
09-Jun-2018 10:16:39.926,-1.22,6.78,6.44,0.03,-,0,-0.06,0.11,-,13.92,0,0,-,1275,0,98.04,1309.32,235.31,33.04,-116.88,-,2.82,0,-
09-Jun-2018 10:16:40.922,-1.86,6.9,6.51,0.03,-,-0.1,-0.04,0.11,-,13.92,0,0,-,1275,0,98.04,1310.09,240.18,33.04,-116.88,-,2.98,0,-
09-Jun-2018 10:16:41.925,-1.32,6.93,6.26,0.03,-,-0.04,-0.04,0.08,-,13.92,1,1,-,1275,0,98.04,1309.52,264.05,33.04,-116.88,-,2.99,0,-
09-Jun-2018 10:16:42.926,-1.17,7.71,5.35,0.04,-,-0.03,0.04,-0.01,-,13.92,1,1,-,1275,0,98.04,1309.52,290.99,33.04,-116.88,-,2.05,0,-
09-Jun-2018 10:16:43.922,-1.16,7.13,6.09,0.03,-,0,-0.01,0.06,-,13.92,1,1,-,1275,0,98.04,1308.8,45.98,33.04,-116.88,-,0.25,0,-
09-Jun-2018 10:16:44.922,-0.67,7.08,6.5,0.04,-,0.03,-0.01,0.06,-,13.92,0,1,-,1275,0,98.04,1310.17,45.98,33.04,-116.88,-,0,0,-
09-Jun-2018 10:16:45.923,-0.92,7.92,5.83,0.07,-,0.03,0.05,0.03,-,13.92,0,1,-,1275,0,98.04,1310.17,45.98,33.04,-116.88,-,0,0,-
09-Jun-2018 10:16:46.922,0.12,7.88,5.17,0.05,-,0.01,0.08,0.03,-,13.92,0,0,-,1275,0,98.04,1309.71,136.07,33.04,-116.88,-,2.13,0,-
09-Jun-2018 10:16:47.921,-1.48,7.6,5.41,0.03,-,0.03,0.02,-0.07,-,13.92,0,0,-,1275,0,98.04,1310,158.07,33.04,-116.88,-,4.8,0,-
09-Jun-2018 10:16:48.925,-1.24,8.01,5.13,0.07,-,0.03,0.07,0.04,-,13.92,0,0,-,1275,0,98.04,1310.25,145.62,33.04,-116.88,-,8.1,0,-
09-Jun-2018 10:16:49.922,-1.31,7.68,5.61,0.04,-,-0.04,0.04,0.01,-,13.92,0,0,-,1275,0,98.04,1310.17,148.26,33.04,-116.88,-,10.24,0,-
09-Jun-2018 10:16:50.921,-0.95,6.38,6.47,0.05,-,-0,-0.09,0.1,-,13.92,0,0,-,1275,0,98.04,1310.2,148.04,33.04,-116.88,-,12.01,0,-
09-Jun-2018 10:16:51.924,-1.01,6.9,6.06,0.01,-,-0.01,-0.04,0.06,-,13.92,0,1,-,1275,0,98.04,1311.02,144.04,33.04,-116.88,-,11.44,0,-
09-Jun-2018 10:16:52.922,-1.06,6.8,6.6,0.06,-,-0.02,-0.05,0.11,-,13.92,0,1,-,1275,0,98.04,1311.02,146.24,33.04,-116.88,-,10.78,0,-
09-Jun-2018 10:16:53.922,-0.96,6.82,6.74,0.05,-,0.05,-0.07,0.04,-,13.92,0,1,-,1275,0,98.04,1311.93,148.25,33.04,-116.88,-,9.44,0,-
09-Jun-2018 10:16:54.922,-0.47,6.87,6.17,0.02,-,0.01,-0.06,0.09,-,13.92,0,1,-,1275,0,98.04,1312.06,149.33,33.04,-116.88,-,9.2,0,-
09-Jun-2018 10:16:55.924,-1.34,7.31,6.49,0.07,-,-0.06,-0.08,0.04,-,13.92,0,1,-,1275,0,98.04,1312.93,148.57,33.04,-116.88,-,8.08,0,-
09-Jun-2018 10:16:56.922,-0.65,6.77,6.39,0.03,-,-0.03,-0.07,0.07,-,13.92,0,1,-,1275,0,98.04,1312.93,147.6,33.04,-116.88,-,7.39,0,-
09-Jun-2018 10:16:57.922,-1.11,6.94,6.44,0.04,-,-0.05,-0.04,0.15,-,13.92,0,1,-,1275,0,98.04,1312.64,150.17,33.04,-116.88,-,6.02,0,-
09-Jun-2018 10:16:58.923,-1.47,7.44,5.81,0.06,-,-0.03,0.02,0.11,-,13.92,0,1,-,1275,0,98.04,1313.08,146.84,33.04,-116.88,-,5.93,0,-
09-Jun-2018 10:16:59.923,-1.14,7.4,6.39,0.07,-,-0.02,0.01,0.02,-,13.92,0,0,-,1275,0,98.04,1312.68,146.92,33.04,-116.88,-,5.83,0,-
09-Jun-2018 10:17:00.922,-1.01,7.3,6,0.03,-,0.02,-0.02,0.12,-,13.92,0,0,-,1275,0,98.04,1312.96,148.72,33.04,-116.88,-,6.61,0,-
09-Jun-2018 10:17:01.923,-1.2,7.31,6.15,0.03,-,-0.06,-0.01,0.12,-,13.92,0,0,-,1275,0,98.04,1314.11,146.64,33.04,-116.88,-,6.43,0,-
09-Jun-2018 10:17:02.924,-1.11,7,6.68,0.06,-,-0.01,-0.02,0.09,-,13.92,0,0,-,1275,0,98.04,1315.69,146.7,33.04,-116.88,-,7.02,0,-
09-Jun-2018 10:17:03.925,-0.56,6.88,5.99,-0,-,0.04,-0.04,0.05,-,13.92,0,0,-,1275,0,98.04,1316.88,147.12,33.04,-116.88,-,6.6,0,-
09-Jun-2018 10:17:04.922,-0.88,6.93,6.35,0.02,-,0,-0.04,0.09,-,13.92,0,0,-,1275,0,98.04,1317.86,151.9,33.04,-116.88,-,6.71,0,-
09-Jun-2018 10:17:05.921,-0.8,6.45,7.28,0.06,-,0.01,-0.09,0.18,-,13.92,0,0,-,1275,0,98.04,1317.86,149.04,33.04,-116.88,-,6.54,0,-
09-Jun-2018 10:17:06.923,-1.7,7.2,6.42,0.03,-,-0.08,-0.01,0.1,-,13.92,0,1,-,1275,0,98.04,1316.32,149.52,33.04,-116.88,-,5.18,0,-
09-Jun-2018 10:17:07.922,-1.57,7.31,5.09,-0.01,-,-0.07,0.01,0.11,-,13.92,0,1,-,1275,0,98.04,1314.72,137.87,33.04,-116.88,-,4.09,0,-
09-Jun-2018 10:17:08.923,-2.8,7.93,5.5,0.07,-,-0.22,0.11,-0,-,13.92,0,1,-,1275,0,98.04,1312.3,110.9,33.04,-116.88,-,6.8,0,-
09-Jun-2018 10:17:09.921,-3.4,6.59,6.13,0.05,-,-0.25,-0.03,0.07,-,13.92,0,0,-,1275,0,98.04,1310.37,95.32,33.04,-116.88,-,11.68,0,-
09-Jun-2018 10:17:10.921,-2.18,7.02,6.97,0.07,-,-0.13,-0.01,0.09,-,13.92,0,0,-,1275,0,98.04,1309.51,71.87,33.04,-116.88,-,11.72,0,-
09-Jun-2018 10:17:11.921,-1.38,6.79,5.22,-0.05,-,-0.01,0.06,0.06,-,13.92,0,0,-,1275,0,98.04,1308.88,60.5,33.04,-116.88,-,11.34,0,-
09-Jun-2018 10:17:12.922,-0.79,6.93,6.8,0.04,-,-0.01,-0.05,0.09,-,13.92,0,1,-,1275,0,98.04,1307.93,59.81,33.04,-116.88,-,10.61,0,-
09-Jun-2018 10:17:13.923,-1.17,5.21,7.89,0.04,-,0.05,-0.19,0.26,-,13.92,0,1,-,1275,0,98.04,1307.53,56.72,33.04,-116.88,-,9.44,0,-
09-Jun-2018 10:17:14.923,-0.84,6.22,6.28,-0.03,-,0.01,-0.11,0.08,-,13.92,1,1,-,1275,0,98.04,1306.93,55.59,33.04,-116.88,-,5.1,0,-
09-Jun-2018 10:17:15.925,-2.6,6.85,5.62,0.01,-,-0.17,-0.05,0.01,-,13.92,1,1,-,1275,0,98.04,1307.86,54.27,33.04,-116.88,-,3.88,0,-
09-Jun-2018 10:17:16.922,0.23,6.3,5.46,0.12,-,0.12,-0.1,-0,-,13.92,1,1,-,1275,0,98.04,1309.94,57.93,33.04,-116.88,-,4.39,0,-
09-Jun-2018 10:17:17.921,-1.05,7.95,5.5,0.02,-,-0.01,0.07,0,-,13.92,0,1,-,1275,0,98.04,1310.49,58.86,33.04,-116.88,-,4.75,0,-
09-Jun-2018 10:17:18.924,-1.66,8.04,4.62,0.05,-,0.02,0.13,-0.06,-,13.92,0,1,-,1275,0,98.04,1312.45,56.35,33.04,-116.88,-,7.37,0,-
09-Jun-2018 10:17:19.923,-0.84,8.21,4.99,0.04,-,0.01,0.1,-0.03,-,13.92,0,0,-,1275,0,98.04,1312.8,53.37,33.04,-116.88,-,11.26,0,-
09-Jun-2018 10:17:20.922,-0.52,6.79,6.31,0.01,-,-0.03,-0,0.14,-,13.92,0,0,-,1275,0,98.04,1313.25,55.98,33.04,-116.88,-,13.96,0,-
09-Jun-2018 10:17:21.922,-0.89,6.49,5.23,0.03,-,0,-0.01,0.09,-,13.92,0,0,-,1275,0,98.04,1312.55,56.9,33.04,-116.88,-,13.01,0,-
09-Jun-2018 10:17:22.922,-1.04,6.03,7.36,0.04,-,0.01,-0.08,0.14,-,13.92,0,1,-,1275,0,98.04,1312.66,58.58,33.04,-116.88,-,11.77,0,-
09-Jun-2018 10:17:23.922,-0.89,6.01,6.1,0.01,-,0,-0.13,0.06,-,13.92,0,1,-,1275,0,98.04,1312.96,56.5,33.04,-116.88,-,8.73,0,-
09-Jun-2018 10:17:24.922,-0.69,6.14,6.83,0.03,-,0.02,-0.12,0.14,-,13.92,1,1,-,1275,0,98.04,1313.15,54.45,33.04,-116.88,-,6.27,0,-
09-Jun-2018 10:17:25.923,-0.88,7.42,6.57,0.03,-,0,0.01,0.11,-,13.92,1,1,-,1275,0,98.04,1314.4,56.34,33.04,-116.88,-,3.47,0,-
09-Jun-2018 10:17:26.922,1.3,7.96,5.99,0.09,-,0.23,0.07,0.05,-,13.92,1,1,-,1275,0,98.04,1313.41,84.22,33.04,-116.88,-,3.11,0,-
09-Jun-2018 10:17:27.921,-1.7,7.07,5.35,0.19,-,0.06,0.15,0.19,-,13.92,0,0,-,1275,0,98.04,1311.31,83.21,33.04,-116.88,-,7.54,0,-
09-Jun-2018 10:17:28.921,2.5,8.66,5.89,0.09,-,0.37,0.08,0,-,13.92,0,0,-,1275,0,98.04,1309.64,103.64,33.04,-116.88,-,11.57,0,-
09-Jun-2018 10:17:29.923,0.89,8.55,5.91,0.05,-,0.16,0.1,0.04,-,13.92,0,0,-,1275,0,98.04,1307.48,140.23,33.04,-116.88,-,15.19,0,-
09-Jun-2018 10:17:30.922,-1.3,7.56,6.78,0.11,-,0.03,-0.03,0.01,-,13.92,0,0,-,1275,0,98.04,1307.64,148.61,33.04,-116.88,-,16.97,0,-
09-Jun-2018 10:17:31.925,-1.12,5.67,7.11,0.1,-,-0,-0.17,0.36,-,13.92,0,0,-,1275,0,98.04,1306.51,151.69,33.04,-116.88,-,15.01,0,-
09-Jun-2018 10:17:32.921,-1.63,5.78,6.9,-0,-,-0.06,-0.09,0.17,-,13.92,1,1,-,1275,0,98.04,1307.44,151.26,33.04,-116.88,-,10.57,0,-
09-Jun-2018 10:17:33.922,-1.21,6.06,7.58,0.08,-,-0.03,-0.03,0.21,-,13.92,1,1,-,1275,0,98.04,1307.78,147.45,33.04,-116.88,-,6.7,0,-
09-Jun-2018 10:17:34.922,-1.29,5.96,7.27,0.04,-,0.01,-0.15,0.16,-,13.92,1,1,-,1275,0,98.04,1308.11,151.69,33.04,-116.88,-,3.16,0,-
09-Jun-2018 10:17:35.922,-1.06,6.68,6.85,0.05,-,-0.02,-0.07,0.15,-,13.92,1,1,-,1275,0,98.04,1306.52,157.47,33.04,-116.88,-,0.7,0,-
09-Jun-2018 10:17:36.921,-1.09,7.25,5.98,0.04,-,-0.02,-0.01,0.05,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:37.923,-1.05,7.1,6.46,0.05,-,-0.01,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:38.923,-1.05,7.34,6.21,0.04,-,-0.01,0,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:39.925,-1.21,7.25,6.04,0.03,-,-0.03,-0,0.06,-,13.92,0,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:40.923,-1.07,6.92,6.31,0.04,-,-0.02,0.02,0.06,-,13.92,0,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:41.923,-1.08,6.97,5.94,0,-,-0.01,-0.02,0.1,-,13.92,0,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:42.922,-1.05,7.15,6.29,0.04,-,-0.02,-0.01,0.09,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:43.923,-1.17,7.05,5.99,0.01,-,-0.03,-0.03,0.05,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:44.921,-1.05,7.06,6.2,0.03,-,-0.01,-0.03,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:45.921,-1.17,7.1,6.65,0.04,-,-0.03,-0.02,0.12,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:46.923,-1.03,7,6.14,0.03,-,-0.01,-0.03,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:47.923,-1,7.13,6.55,0.03,-,-0.01,-0.02,0.11,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:48.924,-1.08,7.11,6.2,0.03,-,-0.02,-0.02,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:49.923,-1.17,7.1,6.54,0.06,-,-0.02,-0.02,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:50.923,-1.05,7.13,6.22,0.04,-,-0.02,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:51.922,-1.1,7.09,6.16,0.04,-,-0.01,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:52.922,-1.1,7.1,6.07,0.02,-,-0.01,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:53.923,-1.04,7.06,6.42,0.04,-,-0.02,-0.02,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:54.925,-1.12,7.13,6.22,0.04,-,-0.02,-0.03,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:55.922,-1.03,6.95,6.15,0.02,-,-0.01,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:56.923,-1.22,7.05,6.45,0.04,-,-0.02,-0.02,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:57.921,-1.2,7.04,6.46,0.05,-,-0.03,-0.03,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:58.922,-1.03,7.06,6.42,0.04,-,-0.01,-0.03,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:17:59.921,-1.08,7.01,6.24,0.04,-,-0.02,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:00.923,-1.06,7.11,6.5,0.05,-,-0.03,-0.03,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:01.922,-1.11,6.98,6.27,0.03,-,-0.01,-0.02,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:02.921,-1.21,7.12,6.11,0.04,-,-0.03,-0.02,0.09,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:03.922,-1.11,7.08,6.08,0.02,-,-0.03,-0.01,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:04.921,-1.14,7.13,6.1,0.04,-,-0.03,-0.01,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:05.921,-1.24,6.99,6.25,0.03,-,-0.03,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:06.922,-1.17,7.04,6.06,0.03,-,-0.03,-0.03,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:07.922,-1.12,7.06,6.29,0.04,-,-0.02,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:08.923,-1.1,7.04,6.27,0.03,-,-0.02,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:09.921,-1.07,7.14,6.47,0.05,-,-0.02,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:10.925,-1.2,7.1,6.4,0.04,-,-0.02,-0.03,0.09,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:11.924,-1.14,7.15,6.12,0.03,-,-0.02,-0.02,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:12.921,-1.2,7.1,6.41,0.05,-,-0.02,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:13.921,-1.19,7.14,6.43,0.04,-,-0.03,-0.02,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:14.922,-1.01,7.13,6.49,0.05,-,-0.03,-0.02,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:15.922,-1.04,7.12,6.47,0.04,-,-0.03,-0.02,0.06,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:16.921,-1.12,7.14,6.46,0.05,-,-0.02,-0.03,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:17.923,-1.18,7.13,6.11,0.03,-,-0.02,-0.03,0.09,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:18.921,-1.15,7.09,6.12,0.03,-,-0.02,-0.01,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:19.922,-1.04,7.07,6.37,0.04,-,-0.03,-0.02,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:20.923,-1.09,7.14,6.45,0.05,-,-0.03,-0.03,0.09,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:21.923,-0.92,7,6.28,0.03,-,-0,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:22.923,-1.14,7.17,6.52,0.06,-,-0.02,-0.01,0.11,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:23.922,-1.07,7.18,6.53,0.04,-,-0.02,-0.01,0.11,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:24.922,-1.03,7.16,6.5,0.06,-,-0.01,-0.01,0.1,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:25.923,-1.1,7.14,6.31,0.04,-,-0.02,-0.02,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:26.921,-1.13,7.14,6.27,0.04,-,-0.02,-0.02,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:27.922,-0.99,7.15,6.31,0.04,-,-0.01,-0.02,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:28.921,-1.15,7.19,6.14,0.04,-,-0.02,-0.01,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:29.922,-1.07,7.2,6.53,0.06,-,-0.03,-0.02,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:30.927,-1.15,7.1,6.32,0.04,-,-0.02,-0.03,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:31.921,-1.03,7.13,6.45,0.05,-,-0.03,-0.02,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:32.922,-1.14,7.06,6.35,0.04,-,-0.02,-0.03,0.07,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:33.921,-1.2,7.14,6.06,0.04,-,-0.02,-0.02,0.11,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:34.921,-1.06,7.19,6.28,0.04,-,-0.01,-0.01,0.08,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:35.922,-1.08,8,4.33,-0,-,0.01,0.08,-0.05,-,13.92,1,1,-,1275,0,98.04,1306.94,157.47,33.04,-116.88,-,0,0,-
09-Jun-2018 10:18:36.922,-1.24,8.5,4.45,0.06,-,-0,0.16,-0.01,-,13.92,0,0,-,1275,0,98.04,1306.55,152.12,33.04,-116.88,-,3,0,-
09-Jun-2018 10:18:37.921,-1.06,8.83,5.12,0.07,-,-0.05,0.12,-0.07,-,13.92,0,0,-,1275,0,98.04,1305.93,148.65,33.04,-116.88,-,9.94,0,-
09-Jun-2018 10:18:38.922,-0.92,11.13,8.23,0.13,-,-0,0.39,0.28,-,13.92,0,0,-,1275,0,98.04,1305.65,147.71,33.04,-116.88,-,14.07,0,-
09-Jun-2018 10:18:39.923,-0.65,7.77,5.77,0.05,-,0.03,0.05,0.03,-,13.92,0,0,-,1275,0,98.04,1304.99,149.89,33.04,-116.88,-,16.69,0,-
09-Jun-2018 10:18:40.922,-1.17,6.8,4.1,0.04,-,-0.03,-0.05,-0.14,-,13.92,0,0,-,1275,0,98.04,1304.09,149.68,33.04,-116.87,-,20.92,0,-
09-Jun-2018 10:18:41.923,-1.4,5.98,4.95,-0.13,-,-0.05,-0.14,-0.05,-,13.92,0,0,-,1275,0,98.04,1303.2,148.06,33.04,-116.87,-,23.56,0,-
09-Jun-2018 10:18:42.921,-1.24,7.31,4.51,0.05,-,-0.03,0,-0.1,-,13.92,0,0,-,1275,0,98.04,1302.31,147.82,33.04,-116.87,-,26.7,0,-
09-Jun-2018 10:18:43.921,-1.85,7.55,5.82,0.05,-,-0.12,0.1,0.02,-,13.92,0,0,-,1275,0,98.04,1300.17,147.4,33.04,-116.87,-,29.16,0,-
