Device Time, Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Intake Air Temperature(°F),Speed (OBD)(mph)
24-May-2018 06:36:29.451,-0.02050081,0.11421879,0.8713479,-,14.06866074,134.6000061,650,0.00489953,85.09803772,77,0
24-May-2018 06:36:30.451,-0.01464343,0.09957536,0.87915772,-,14.06866074,134.6000061,650,0.00487731,85.09803772,77,0
24-May-2018 06:36:31.450,-0.02245327,0.11519502,0.88599128,-,14.06866074,134.6000061,650,0.00487731,85.09803772,77,0
24-May-2018 06:36:32.450,-0.02245327,0.13081467,0.86451429,-,14.06866074,136.3999939,637.5,0.0047522,85.09803772,77,0
24-May-2018 06:36:33.451,-0.02245327,0.11714748,0.86841917,-,14.06866074,136.3999939,637.5,0.0047522,85.09803772,77,0
24-May-2018 06:36:34.450,-0.01952458,0.11226633,0.90063471,-,14.06866074,136.3999939,637.5,0.00471208,85.09803772,77,0
24-May-2018 06:36:35.451,-0.01561966,0.10348027,0.87720525,-,14.06866074,136.3999939,637.5,0.00471208,85.09803772,77,0
24-May-2018 06:36:36.450,-0.02050081,0.10543273,0.8820864,-,14.06866074,136.3999939,625,0.00471208,85.09803772,77,0
24-May-2018 06:36:37.450,-0.02733441,0.12398108,0.8713479,-,14.06866074,136.3999939,625,0.00471208,84.70587921,77,0
24-May-2018 06:36:38.451,-0.02147704,0.11421879,0.88111019,-,14.06866074,136.3999939,625,0.00463112,84.70587921,77,0
24-May-2018 06:36:39.450,-0.01952458,0.11421879,0.89477736,-,14.06866074,136.3999939,625,0.00463112,84.70587921,77,0
24-May-2018 06:36:40.450,-0.01464343,0.10250404,0.87818146,-,14.06866074,136.3999939,625,0.00463112,84.70587921,77,0
24-May-2018 06:36:41.450,-0.00488114,0.1044565,0.87037164,-,14.06866074,136.3999939,637.5,0.00469907,84.70587921,77,0
24-May-2018 06:36:42.450,-0.01757212,0.11226633,0.88501507,-,14.06866074,136.3999939,637.5,0.00469907,84.70587921,77,0
24-May-2018 06:36:43.451,-0.02928687,0.12593354,0.87037164,-,14.06866074,136.3999939,637.5,0.00461805,84.70587921,77,0
24-May-2018 06:36:44.450,-0.00488114,0.11909994,0.90063471,-,14.06866074,136.3999939,762.5,0.00566432,84.70587921,77,0
