Device Time, G(x), G(y), G(z), G(calibrated), AC,Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (OBD)(mph)
08-Jun-2018 07:48:04.472,-1.09,7,6.29,-0,-,-0.01,-0.02,-0,-,14.5,-,-,-,762.5,0,18.82,348.88,39.55,32.95,-117.06,-,-
08-Jun-2018 07:48:05.469,-1.1,7.21,6.37,0.01,-,-0.01,0,0.01,-,14.5,-,-,-,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:06.469,-1.12,7.02,6.42,0,-,-0.01,-0.02,0.01,-,14.5,-,-,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:07.469,-1.1,7.16,6.36,0,0,-0.01,-0,0.01,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:08.470,-1.06,6.98,6.35,0,0,-0,-0.01,-0,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:09.469,-1.05,6.99,6.36,-0.01,0,-0,-0.01,0.01,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:10.470,-1.11,7.12,6.49,0.01,0,-0,-0,0.01,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:11.468,-1.09,7.07,6.35,-0,0,-0.01,-0.01,0.01,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:12.469,-0.89,6.93,6.45,-0.01,0,0.05,0,0.05,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:13.469,-0.73,7.58,6.33,-0.01,0,0.03,0.04,0,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:14.468,-1.28,7.17,6.33,0,0,-0.03,-0,0,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:15.469,-1.11,7.17,6.25,-0,0,-0.01,-0,-0,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:16.470,-1.04,7.18,6.33,0,0,-0,0,0,-,14.5,1,1,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:17.470,-1.23,6.99,6.87,0,0,-0.01,-0,-0.04,-,14.5,1,0,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:18.468,-1.13,6.91,6.61,0,0,-0.02,-0.03,0.04,-,14.5,1,0,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
08-Jun-2018 07:48:19.470,-1.05,7.12,6.29,-0.01,0,-0.02,0,0.01,-,14.5,1,0,197.6,762.5,0,18.82,348.88,39.55,32.95,-117.06,91.4,0
