Device Time, Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Intake Air Temperature(°F),Speed (OBD)(mph)
24-May-2018 17:59:10.011,-0.20403185,0.39146784,0.78348726,-,14.50377369,127.40000153,1000,0.00722483,81.1764679,71.59999847,0
24-May-2018 17:59:10.999,-0.17962612,0.40611124,0.7717725,-,14.50377369,127.40000153,1000,0.00722483,81.1764679,71.59999847,0
24-May-2018 17:59:11.999,-0.14057697,0.3904916,0.77567744,-,14.50377369,129.19999695,975,0.00703174,81.1764679,71.59999847,0
24-May-2018 17:59:12.998,-0.14936304,0.40513504,0.77665365,-,14.50377369,129.19999695,975,0.00703174,81.1764679,71.59999847,0
24-May-2018 17:59:13.999,-0.12690976,0.39439651,0.78543973,-,14.50377369,129.19999695,975,0.00703174,81.1764679,71.59999847,0
24-May-2018 17:59:14.998,-0.11909994,0.38072929,0.79129708,-,14.50377369,129.19999695,962.5,0.00694563,81.1764679,71.59999847,0
24-May-2018 17:59:15.998,-0.12398108,0.3904916,0.78348726,-,14.50377369,129.19999695,962.5,0.00694563,81.1764679,71.59999847,0
24-May-2018 17:59:16.998,-0.127886,0.38951537,0.79129708,-,14.50377369,129.19999695,975,0.00704189,81.1764679,71.59999847,0
24-May-2018 17:59:17.998,-0.11519502,0.3904916,0.78543973,-,14.50377369,129.19999695,975,0.00704189,81.1764679,71.59999847,0
24-May-2018 17:59:19.000,-0.06735981,0.49006698,0.72979462,-,14.50377369,129.19999695,962.5,0.00690468,81.1764679,71.59999847,0
24-May-2018 17:59:20.001,0.00976229,0.2020794,0.86060935,-,14.50377369,129.19999695,962.5,0.00693242,81.1764679,71.59999847,0
24-May-2018 17:59:20.998,0.00195246,0.21379416,0.84303719,-,14.50377369,129.19999695,975,0.00694179,81.1764679,71.59999847,0
24-May-2018 17:59:22.001,-0.0234295,0.18060236,0.86256182,-,14.50377369,129.19999695,962.5,0.00678746,81.1764679,71.59999847,0
24-May-2018 17:59:22.999,-0.02147704,0.19231711,0.87330031,-,14.50377369,129.19999695,975,0.00696095,81.1764679,71.59999847,0
24-May-2018 17:59:23.998,-0.03612047,0.19134088,0.854752,-,14.50377369,129.19999695,975,0.00695805,81.1764679,71.59999847,0
24-May-2018 17:59:24.998,-0.05076391,0.17962612,0.87818146,-,14.50377369,129.19999695,962.5,0.00695805,81.1764679,71.59999847,0
24-May-2018 17:59:25.998,-0.04197785,0.18157859,0.86939543,-,14.50377369,131,962.5,0.00659227,81.1764679,71.59999847,0
24-May-2018 17:59:26.999,-0.04295408,0.16693515,0.88794374,-,14.50377369,131,937.5,0.00659227,81.1764679,71.59999847,0
24-May-2018 17:59:28.002,-0.04490653,0.18060236,0.85182333,-,14.50377369,131,925,0.00656875,81.1764679,71.59999847,0
24-May-2018 17:59:28.999,-0.07809832,0.18938842,0.85768068,-,14.50377369,131,937.5,0.00645085,81.1764679,71.59999847,0
24-May-2018 17:59:30.000,0.00585737,-0.00585738,0.01073851,-,14.50377369,131,937.5,0.00645085,81.1764679,71.59999847,0
