Device Time, G(x), G(y), G(z), G(calibrated), AC,Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (OBD)(mph)
08-Jun-2018 15:46:13.188,-0.7,7.73,5.51,-0.11,-,-0.07,0.79,0.46,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.36,135.9,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:14.184,-0.86,7.17,6.22,-0.12,-,-0.09,0.73,0.53,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.21,128.69,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:15.185,-0.85,7.22,6.19,-0.12,-,-0.08,0.73,0.55,-,14.36,1,1,190.4,1837.5,0.04,16.47,483.74,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:16.186,-0.84,7.75,5.5,-0.12,-,-0.09,0.78,0.51,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:17.187,-0.89,7.81,5.61,-0.02,-,0.01,0.01,-0,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:18.184,-0.79,7.71,5.34,-0,-,-0.01,0,0.01,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:19.185,-0.81,7.67,5.33,-0.02,-,-0,-0,-0.03,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:20.183,-0.82,7.67,5.42,-0,-,-0,-0,-0.02,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:21.183,-0.82,7.75,5.31,-0.01,-,-0,0.01,-0.03,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:22.187,-0.83,7.72,5.74,0,-,0,-0,-0.02,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:23.183,-0.81,7.76,5.66,0.01,-,-0.01,0.01,-0,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:24.188,-0.93,7.72,5.73,0,-,-0,0,-0.01,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:25.183,-0.99,7.67,5.65,0,-,-0.01,0,-0.01,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:26.184,-0.82,7.77,5.66,0,-,-0,0.01,-0.02,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:27.186,-0.8,7.74,5.44,-0.01,-,-0.01,0,-0.03,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:28.184,-0.86,7.82,5.55,0,-,-0.01,0.01,-0.01,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:29.184,-0.86,7.8,5.54,0,-,-0.01,0.01,-0.01,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:30.184,-0.91,7.64,5.44,-0,-,-0.01,-0,-0.02,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:31.192,-0.82,7.79,5.77,0.02,-,-0.01,0,-0.02,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:32.183,-0.81,7.76,5.8,0.02,-,-0.01,0,-0.02,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:33.189,-0.92,7.67,5.63,0.01,-,0.01,0,0,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:34.185,-0.9,7.68,5.66,0,-,-0,0,-0,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:35.185,-0.83,7.65,5.5,-0,-,-0.01,0,-0,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:36.183,-0.85,7.73,5.31,-0.02,-,-0.01,-0,0,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
08-Jun-2018 15:46:37.182,-0.79,7.73,5.76,0.01,-,0,0,0.01,-,14.36,1,1,190.4,1837.5,0.04,16.47,484.14,129.7,32.98,-117.06,89.6,37.28
