Device Time, G(x), G(y), G(z), G(calibrated), AC,Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (OBD)(mph)
08-Jun-2018 06:56:52.476,-0.81,8.26,5.05,-0.01,0,-0.02,-0,-0.01,-,13.92,1,1,152.6,762.5,0,20.78,1323.15,301.52,33.04,-116.87,69.8,0
08-Jun-2018 06:56:53.471,-0.63,8.24,4.95,-0.01,0,-0.03,-0.02,0,-,13.92,1,1,152.6,762.5,0,20.78,1323.15,261.95,33.04,-116.87,69.8,0
08-Jun-2018 06:56:54.471,-0.76,8.26,4.93,-0.01,0,-0.03,-0.01,-0.02,-,13.92,1,1,152.6,762.5,0,20.78,1323.15,266.52,33.04,-116.87,69.8,0
08-Jun-2018 06:56:55.471,-0.7,8.2,5.14,-0.01,0,-0.02,-0.02,0.01,-,13.92,1,1,152.6,762.5,0,20.78,1323.15,321.8,33.04,-116.87,69.8,0
08-Jun-2018 06:56:56.471,-0.79,7.92,5.52,0,0,-0.02,-0.05,0.05,-,13.92,1,1,152.6,762.5,0,20.78,1323.15,176.29,33.04,-116.87,69.8,0
08-Jun-2018 06:56:57.472,-0.9,8.03,5.32,-0.01,0,-0.04,-0.04,0.03,-,13.92,1,1,152.6,762.5,0,20.78,1323.69,146.68,33.04,-116.87,69.8,0
08-Jun-2018 06:56:58.478,-0.79,8.2,5.15,-0,0,-0.02,-0.02,0.01,-,13.92,1,1,152.6,762.5,0,20.78,1324.5,149.67,33.04,-116.87,69.8,0
08-Jun-2018 06:56:59.471,-0.51,8.12,5.24,-0.01,0,-0.03,-0.03,0.01,-,13.92,0,0,152.6,762.5,0,20.78,1331.41,150.07,33.04,-116.87,69.8,0
08-Jun-2018 06:57:00.471,-0.43,7.98,5.42,-0,0,0.01,-0.03,0.04,-,13.92,0,0,152.6,762.5,0,20.78,1327.5,138.52,33.04,-116.87,69.8,0
08-Jun-2018 06:57:01.470,0.3,8.55,5.12,-0.01,0,0.09,-0.03,0.01,-,13.92,0,0,152.6,762.5,0,20.78,1307.19,130.43,33.04,-116.87,69.8,0
08-Jun-2018 06:57:02.472,-0.65,9.09,3.75,0.01,0,-0.01,0.06,-0.14,-,13.92,0,0,152.6,762.5,0,20.78,1311.67,96.09,33.04,-116.87,69.8,0
08-Jun-2018 06:57:03.470,-0.48,8.19,5.61,0.03,0,0,-0.02,0.04,-,13.92,0,0,152.6,762.5,0,20.78,1311.67,82.1,33.04,-116.87,69.8,0
08-Jun-2018 06:57:04.471,-0.51,8.64,4.29,-0.01,0,0,0.03,-0.07,-,13.92,0,1,152.6,762.5,0,20.78,1311.67,324.58,33.04,-116.87,69.8,0
08-Jun-2018 06:57:05.472,-0.95,8.66,4.51,0,0,-0.04,0.03,-0.05,-,13.92,0,1,152.6,762.5,0,20.78,1314.43,308.95,33.04,-116.87,69.8,0
08-Jun-2018 06:57:06.470,-0.96,8.47,4.67,-0.01,0,-0.04,0.01,-0.04,-,13.92,0,1,152.6,762.5,0,20.78,1312.02,284.64,33.04,-116.87,69.8,0
