Device Time, G(x), G(y), G(z), G(calibrated), AC,Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (OBD)(mph)
08-Jun-2018 08:20:52.475,-0.49,8.04,5.32,0.02,-,-0.04,0.07,-0.12,-,14.5,-,-,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:53.471,-0.42,8.06,5.27,-0,0,0.01,-0,-0.01,-,14.5,1,1,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:54.471,-0.38,8.18,5.09,0.01,0,0,0.01,0.01,-,14.5,1,1,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:55.470,-0.74,8.16,5.01,0.01,0,-0.01,0,-0.02,-,14.5,1,0,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:56.470,-0.5,8.08,5.05,0,0,-0.01,0,0.01,-,14.5,1,0,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:57.470,-0.3,8.09,4.9,-0.01,0,0.01,0,-0.02,-,14.5,1,0,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:58.470,-0.52,8.1,5.12,0.01,0,-0.02,0,0,-,14.5,1,0,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:20:59.471,-0.49,8.03,5.05,0.01,0,-0.01,-0,-0,-,14.5,1,0,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:21:00.470,-0.42,8.18,5.32,0.02,0,-0.01,0,-0.01,-,14.5,1,0,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:21:01.471,-0.45,8.07,5.14,0.01,0,-0.01,0,0.01,-,14.5,1,1,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:21:02.470,-0.47,8.13,5.1,0.01,0,-0.01,0.01,0,-,14.5,1,1,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:21:03.471,-0.36,8.09,5.04,0,0,-0.01,0.01,0,-,14.5,1,1,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
08-Jun-2018 08:21:04.472,-0.34,8.03,5.59,0.03,0,0,-0.01,0.01,-,14.5,1,1,-,762.5,0,18.82,339.59,55.95,32.95,-117.06,-,0
