Device Time, G(x), G(y), G(z), G(calibrated), 100-0kph Time(s),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (GPS)(mph),Speed (OBD)(mph),AC
09-Jun-2018 16:19:25.265,-0.59,7.8,5.62,-0,-,0.03,-0.05,0.08,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:26.264,-0.53,7.85,5.85,-0.01,-,0.03,-0.06,0.06,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:27.265,-0.52,7.81,5.56,-0,-,0.04,-0.05,0.09,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:28.266,-0.5,7.75,5.5,-0,-,0.04,-0.06,0.09,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:29.266,-0.55,7.74,5.58,-0.01,-,0.04,-0.06,0.1,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:30.268,-0.67,7.63,5.46,-0,-,0.03,-0.05,0.05,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:31.264,-0.56,7.81,5.7,-0.01,-,0.03,-0.05,0.1,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:32.265,-0.56,7.78,5.61,-0,-,0.03,-0.05,0.08,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:33.265,-0.57,7.77,5.58,-0.01,-,0.03,-0.06,0.08,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:34.265,-0.6,7.78,5.77,-0,-,0.03,-0.05,0.1,-,13.92,1,1,-,700,0.02,90.59,-,322.04,-,-,-,-,0,-
09-Jun-2018 16:19:35.266,-0.54,7.73,5.58,-0.01,-,0.03,-0.06,0.08,-,13.92,1,1,-,700,0.02,90.59,1374.9,110.15,33.03,-116.86,-,-,0,-
09-Jun-2018 16:19:36.264,-0.53,7.85,5.82,0.02,-,0.04,-0.05,0.1,-,13.92,1,1,-,700,0.02,90.59,1356.93,102.25,33.03,-116.86,-,-,0,-
09-Jun-2018 16:19:37.265,-0.57,7.84,5.77,-0,-,0.03,-0.05,0.1,-,13.92,1,1,-,700,0.02,90.59,1353.64,65.45,33.03,-116.86,-,0.46,0,-
09-Jun-2018 16:19:38.266,-0.63,7.81,5.86,0.01,-,0.02,-0.05,0.11,-,13.92,1,1,-,700,0.02,90.59,1343.09,120.85,33.03,-116.86,-,0.33,0,-
09-Jun-2018 16:19:39.265,-0.48,7.85,5.62,-0.01,-,0.04,-0.08,0.06,-,13.92,1,1,-,700,0.02,90.59,1338.01,71.09,33.03,-116.86,-,0.43,0,-
09-Jun-2018 16:19:40.273,-0.65,7.72,5.7,-0,-,0.03,-0.04,0.1,-,13.92,0,1,-,700,0.02,90.59,1332.36,82.14,33.03,-116.86,-,0.38,0,-
09-Jun-2018 16:19:41.265,-0.55,7.82,5.64,0,-,0.04,-0.06,0.08,-,13.92,0,1,-,700,0.02,90.59,1346.62,9.4,33.03,-116.86,-,0.7,0,-
09-Jun-2018 16:19:42.265,0.06,7.75,5.12,-0.04,-,0.11,-0.08,-0.13,-,13.92,0,1,-,700,0.02,90.59,1357.12,31.9,33.03,-116.86,-,0.83,0,-
09-Jun-2018 16:19:43.265,-0.48,7.7,5.7,-0.01,-,0.04,-0.06,0.09,-,13.92,1,1,-,700,0.02,90.59,1352.64,76.04,33.03,-116.86,-,0.36,0,-
09-Jun-2018 16:19:44.266,-0.41,7.74,5.7,0,-,0.05,-0.06,0.09,-,13.92,1,1,-,700,0.02,90.59,1352.19,82.61,33.03,-116.86,-,0.37,0,-
09-Jun-2018 16:19:45.265,-0.51,7.65,5.73,-0.01,-,0.04,-0.07,0.09,-,13.92,1,1,-,700,0.02,90.59,1349.73,83.1,33.03,-116.86,-,0.37,0,-
09-Jun-2018 16:19:46.265,-0.63,7.63,6.32,0.03,-,0.02,-0.07,0.16,-,13.92,1,1,-,700,0.02,90.59,1353.8,87.55,33.03,-116.86,-,0.33,0,-
09-Jun-2018 16:19:47.266,0.3,7.94,4.86,0,-,0.12,-0.04,0.01,-,13.92,1,1,-,700,0.02,90.59,1359.75,97.1,33.03,-116.86,-,0.33,0,-
09-Jun-2018 16:19:48.267,-0.58,7.64,6,0.01,-,0.03,-0.07,0.12,-,13.92,1,1,-,700,0.02,90.59,1373.16,99.1,33.03,-116.86,-,0.33,0,-
09-Jun-2018 16:19:49.265,-0.68,7.68,5.7,-0.01,-,0.03,-0.07,0.07,-,13.92,1,1,-,700,0.02,90.59,1373.16,73.46,33.03,-116.86,-,0.26,0,-
09-Jun-2018 16:19:50.266,-0.67,7.74,6,0.04,-,0.03,-0.06,0.06,-,13.92,1,1,-,700,0.02,90.59,1373.16,64,33.03,-116.86,-,0.28,0,-
09-Jun-2018 16:19:51.266,-0.58,7.66,5.74,0.02,-,0,0,0.02,-,13.92,1,1,-,700,0.02,90.59,1373.16,79.26,33.03,-116.86,-,0.34,0,-
09-Jun-2018 16:19:52.268,-0.57,7.73,5.5,0.01,-,-0.01,-0.01,-0.02,-,13.92,1,1,-,700,0.02,90.59,1373.16,103.29,33.03,-116.86,-,0.26,0,-
09-Jun-2018 16:19:53.265,-0.57,8.03,5.28,0.02,-,-0.01,0.02,0.03,-,13.92,1,1,-,700,0.02,90.59,1374.99,352.56,33.03,-116.86,-,0.77,0,-
09-Jun-2018 16:19:54.265,-0.68,8.06,5.55,0.04,-,-0,0.03,0.02,-,13.92,0,1,-,700,0.02,90.59,1375.89,357.61,33.03,-116.86,-,1.34,0,-
09-Jun-2018 16:19:55.266,-0.78,8.67,5.09,0.07,-,-0.05,0.09,-0.02,-,13.92,0,1,-,700,0.02,90.59,1379.31,0.87,33.03,-116.86,-,3.18,0,-
09-Jun-2018 16:19:56.267,-2.41,7.22,6.11,0.03,-,-0.19,-0.02,0.06,-,13.92,0,1,-,700,0.02,90.59,1377.32,342.78,33.03,-116.86,-,5.94,0,-
09-Jun-2018 16:19:57.269,-2.38,7.81,5.82,0.03,-,-0.18,0.01,0.05,-,13.92,0,1,-,700,0.02,90.59,1369.55,318.97,33.03,-116.86,-,6.86,0,-
09-Jun-2018 16:19:58.264,-1.86,7.67,5.6,0.02,-,-0.13,-0.01,0.02,-,13.92,0,1,-,700,0.02,90.59,1358.38,290.37,33.03,-116.86,-,7.03,0,-
09-Jun-2018 16:19:59.267,-0.66,6.53,7.04,0.03,-,-0.01,-0.12,0.17,-,13.92,1,1,-,700,0.02,90.59,1368.78,268.3,33.03,-116.86,-,7.93,0,-
09-Jun-2018 16:20:00.266,-0.74,7.44,6.36,0.04,-,-0.02,-0.03,0.1,-,13.92,1,1,-,700,0.02,90.59,1376.09,277.44,33.03,-116.86,-,4.87,0,-
09-Jun-2018 16:20:01.266,-0.54,7.61,5.56,0.01,-,0,-0.01,0.02,-,13.92,1,1,-,700,0.02,90.59,1375.87,256.18,33.03,-116.86,-,2.42,0,-
09-Jun-2018 16:20:02.266,-0.03,6.6,5.69,-0.07,-,-0.03,-0.08,-0.02,-,13.92,0,1,-,700,0.02,90.59,1378.87,273.54,33.03,-116.86,-,2.17,0,-
09-Jun-2018 16:20:03.265,-0.09,8.45,4.12,-0,-,-0.01,0.11,-0.09,-,13.92,0,1,-,700,0.02,90.59,1373.85,301.72,33.03,-116.86,-,2.46,0,-
09-Jun-2018 16:20:04.270,0.67,7.6,5.08,-0.03,-,0.09,0.07,-0.06,-,13.92,0,1,-,700,0.02,90.59,1371.92,316.98,33.03,-116.86,-,3.27,0,-
09-Jun-2018 16:20:05.268,0.65,9.14,4.72,0.03,-,0.11,0.12,-0.13,-,13.92,0,1,-,700,0.02,90.59,1369.07,333.87,33.03,-116.86,-,5.28,0,-
09-Jun-2018 16:20:06.265,0.12,8.11,3.84,-0.05,-,0.05,0.07,-0.15,-,13.92,0,0,-,700,0.02,90.59,1367.31,349.02,33.03,-116.86,-,9.32,0,-
09-Jun-2018 16:20:07.273,-1.09,7.75,6.18,0.04,-,0.03,0.03,-0,-,13.92,0,0,-,700,0.02,90.59,1366.5,355.21,33.03,-116.86,-,12.93,0,-
09-Jun-2018 16:20:08.266,-0.27,7.74,6.04,0.04,-,0.03,0,0.07,-,13.92,0,0,-,700,0.02,90.59,1365.43,3.1,33.03,-116.86,-,14.64,0,-
09-Jun-2018 16:20:09.268,-1.51,7.65,5.93,0.03,-,0,-0.01,0.01,-,13.92,0,1,-,700,0.02,90.59,1362.74,8.17,33.03,-116.86,-,14.31,0,-
09-Jun-2018 16:20:10.266,-1.32,7.79,6.18,0.03,-,-0.08,0,0.01,-,13.92,0,1,-,700,0.02,90.59,1363.71,6.91,33.03,-116.86,-,13.9,0,-
09-Jun-2018 16:20:11.267,-0.98,7.84,5.95,0.05,-,-0.04,-0.07,0.04,-,13.92,0,1,-,700,0.02,90.59,1362.73,1.33,33.03,-116.86,-,13,0,-
09-Jun-2018 16:20:12.268,-0.72,5.94,7.63,0.03,-,-0.03,-0.18,0.32,-,13.92,0,1,-,700,0.02,90.59,1362.04,357.77,33.03,-116.86,-,12.91,0,-
09-Jun-2018 16:20:13.270,-0.59,6.96,6.08,-0.02,-,0.02,-0.06,0.15,-,13.92,0,1,-,700,0.02,90.59,1360.98,2.07,33.03,-116.86,-,9.56,0,-
09-Jun-2018 16:20:14.265,-1,6.5,7.82,0.05,-,-0.04,-0.13,0.25,-,13.92,1,1,-,700,0.02,90.59,1359.4,355.77,33.03,-116.86,-,6.98,0,-
09-Jun-2018 16:20:15.266,-0.92,7.37,5.75,-0,-,-0.04,-0.04,0.04,-,13.92,1,1,-,700,0.02,90.59,1358.69,357.22,33.03,-116.86,-,3.51,0,-
09-Jun-2018 16:20:16.267,-3.13,9.39,3.59,0.08,-,-0.26,0.17,-0.18,-,13.92,1,1,-,700,0.02,90.59,1357.83,340.36,33.03,-116.86,-,2.46,0,-
09-Jun-2018 16:20:17.271,-2.6,8.97,4.11,0.08,-,-0.21,0.13,-0.13,-,13.92,0,0,-,700,0.02,90.59,1357.65,332.85,33.03,-116.86,-,5.53,0,-
09-Jun-2018 16:20:18.267,-3.73,8.87,3.61,0.09,-,-0.32,0.12,-0.18,-,13.92,0,0,-,700,0.02,90.59,1355.2,313.81,33.03,-116.86,-,12.88,0,-
09-Jun-2018 16:20:19.266,-2.47,9.06,4.19,0.02,-,-0.19,0.13,-0.12,-,13.92,0,0,-,700,0.02,90.59,1351.97,283.75,33.03,-116.86,-,20.14,0,-
09-Jun-2018 16:20:20.265,-1.24,8.64,4.84,0.05,-,-0.07,0.09,-0.05,-,13.92,0,0,-,700,0.02,90.59,1354.82,271.99,33.03,-116.86,-,25.37,0,-
09-Jun-2018 16:20:21.265,-0.79,9.08,4.65,0.05,-,0,0.05,-0.1,-,13.92,0,0,-,700,0.02,90.59,1355.47,269.7,33.03,-116.86,-,28.2,0,-
09-Jun-2018 16:20:22.265,-1.3,7.99,4.64,-0.01,-,-0.05,0.02,-0.04,-,13.92,0,0,-,700,0.02,90.59,1353.83,269.76,33.03,-116.86,-,32.03,0,-
09-Jun-2018 16:20:23.265,-1.2,8.67,4.78,0.05,-,-0.05,0.04,-0.06,-,13.92,0,0,-,700,0.02,90.59,1352.66,270.06,33.03,-116.86,-,34.01,0,-
09-Jun-2018 16:20:24.266,-0.59,8.86,6.3,0.15,-,-0.05,0.03,-0.05,-,13.92,0,0,-,700,0.02,90.59,1349.56,269.77,33.03,-116.86,-,36.15,0,-
09-Jun-2018 16:20:25.265,-0.64,7.29,5.03,0.02,-,-0.08,0,0.08,-,13.92,0,0,-,700,0.02,90.59,1349.05,269.51,33.03,-116.86,-,37.27,0,-
09-Jun-2018 16:20:26.266,-0.92,8.06,5.65,0.05,-,-0.09,0.03,0,-,13.92,0,0,-,700,0.02,90.59,1348.83,268.5,33.03,-116.86,-,37.56,0,-
09-Jun-2018 16:20:27.266,-0.73,7.94,5.62,0.03,-,-0.02,0.02,0.03,-,13.92,0,0,-,700,0.02,90.59,1348.18,268.26,33.03,-116.86,-,38.19,0,-
09-Jun-2018 16:20:28.265,-1.87,7.56,5.25,-0.01,-,-0.13,-0.02,-0.01,-,13.92,0,0,-,700,0.02,90.59,1347.6,268.89,33.03,-116.86,-,37.47,0,-
09-Jun-2018 16:20:29.269,-1.15,7.84,6.27,0,-,-0.06,0.01,0.09,-,13.92,0,0,-,700,0.02,90.59,1346.58,269.86,33.03,-116.86,-,37.67,0,-
09-Jun-2018 16:20:30.271,-1.02,7.81,5.79,0.04,-,-0.12,0.08,0.17,-,13.92,0,0,-,700,0.02,90.59,1346.69,270.24,33.03,-116.86,-,38.11,0,-
09-Jun-2018 16:20:31.269,-0.34,7.43,5.47,-0.02,-,0.02,-0.03,0.01,-,13.92,0,0,-,700,0.02,90.59,1346.55,270.12,33.03,-116.86,-,38.25,0,-
09-Jun-2018 16:20:32.266,-0.81,7.35,7,0.02,-,-0.02,0.06,0.14,-,13.92,0,0,-,700,0.02,90.59,1346.43,269.8,33.03,-116.86,-,38.22,0,-
09-Jun-2018 16:20:33.266,-0.23,7.68,5.3,-0.01,-,-0.07,-0.01,0.07,-,13.92,0,0,-,700,0.02,90.59,1347.21,269.55,33.03,-116.86,-,37.65,0,-
09-Jun-2018 16:20:34.267,-0.79,8.18,6.28,0.08,-,-0.02,-0.06,0.04,-,13.92,0,1,-,700,0.02,90.59,1348.15,270.3,33.03,-116.86,-,36.58,0,-
09-Jun-2018 16:20:35.266,-0.51,7.26,5.74,-0.02,-,-0,-0.07,-0.02,-,13.92,0,1,-,700,0.02,90.59,1348.56,270.17,33.03,-116.86,-,35.55,0,-
09-Jun-2018 16:20:36.265,-0.9,7.27,5.54,0.05,-,-0.05,0.01,0.09,-,13.92,0,1,-,700,0.02,90.59,1348.7,270.11,33.03,-116.87,-,34.29,0,-
09-Jun-2018 16:20:37.270,-1.11,7.37,6.77,0.06,-,-0.05,-0.04,0.14,-,13.92,0,1,-,700,0.02,90.59,1349.17,271.35,33.03,-116.87,-,32.67,0,-
09-Jun-2018 16:20:38.264,-0.79,7.86,6.6,0.07,-,-0.02,0.01,0.12,-,13.92,0,1,-,700,0.02,90.59,1347.57,270.9,33.03,-116.87,-,31.91,0,-
09-Jun-2018 16:20:39.266,-0.81,7.16,5.67,-0.03,-,-0.02,-0.06,0.03,-,13.92,0,1,-,700,0.02,90.59,1347.65,270.2,33.03,-116.87,-,31.32,0,-
09-Jun-2018 16:20:40.265,-0.46,6.74,6.94,-0.07,-,0.01,-0.1,0.16,-,13.92,0,1,-,700,0.02,90.59,1348.52,269.62,33.03,-116.87,-,29.27,0,-
09-Jun-2018 16:20:41.265,-1.08,6.67,7.38,0.06,-,-0.05,-0.11,0.21,-,13.92,0,1,-,700,0.02,90.59,1349.78,271.53,33.03,-116.87,-,26.01,0,-
09-Jun-2018 16:20:42.266,-1.25,7.89,6.17,-0.03,-,-0.07,0.02,0.08,-,13.92,1,1,-,700,0.02,90.59,1349.11,273.02,33.03,-116.87,-,22.06,0,-
09-Jun-2018 16:20:43.266,-1.45,6.67,7.25,0.05,-,-0.09,-0.11,0.19,-,13.92,1,1,-,700,0.02,90.59,1347.45,271.23,33.03,-116.87,-,18.13,0,-
09-Jun-2018 16:20:44.266,-0.2,7.51,7.51,0.01,-,-0.08,-0.11,0.07,-,13.92,1,1,-,700,0.02,90.59,1346.4,268.45,33.03,-116.87,-,13.73,0,-
09-Jun-2018 16:20:45.266,-0.9,6.32,6.28,-0.05,-,-0.06,-0.06,0.18,-,13.92,1,1,-,700,0.02,90.59,1345.99,271.1,33.03,-116.87,-,9.75,0,-
09-Jun-2018 16:20:46.267,-0.99,6.86,5.95,0.04,-,-0.04,-0.09,0.09,-,13.92,1,1,-,700,0.02,90.59,1345.74,272.72,33.03,-116.87,-,5.92,0,-
09-Jun-2018 16:20:47.270,-1.07,7.19,7.3,0.09,-,-0.03,-0.06,0.19,-,13.92,1,1,-,700,0.02,90.59,1345.25,272.38,33.03,-116.87,-,4.31,0,-
09-Jun-2018 16:20:48.265,-0.79,7.09,6.97,0.01,-,-0.07,-0.09,0.12,-,13.92,1,1,-,700,0.02,90.59,1344.2,273.61,33.03,-116.87,-,1.36,0,-
09-Jun-2018 16:20:49.265,-1.18,7.53,5.32,-0.01,-,-0.04,-0.02,-0.03,-,13.92,1,1,-,700,0.02,90.59,1343.18,101.29,33.03,-116.87,-,1.14,0,-
09-Jun-2018 16:20:50.267,-1.31,7.72,5.39,0.03,-,-0.04,0.03,0.09,-,13.92,1,1,-,700,0.02,90.59,1344.52,101.29,33.03,-116.87,-,0,0,-
09-Jun-2018 16:20:51.268,-1.2,7.69,5.87,0.03,-,-0.06,-0,0.05,-,13.92,1,1,-,700,0.02,90.59,1344.52,101.29,33.03,-116.87,-,0,0,-
09-Jun-2018 16:20:52.266,-1.11,7.51,6.22,0.03,-,-0.05,-0.02,0.09,-,13.92,1,1,-,700,0.02,90.59,1344.52,101.29,33.03,-116.87,-,0,0,-
09-Jun-2018 16:20:53.269,-0.67,8.83,4.02,0.03,-,-0.01,0.11,-0.14,-,13.92,1,1,-,700,0.02,90.59,1344.52,101.29,33.03,-116.87,-,0,0,-
09-Jun-2018 16:20:54.266,-1.06,9.07,4.09,0.02,-,-0.09,0.12,-0.24,-,13.92,0,0,-,700,0.02,90.59,1345.32,278.09,33.03,-116.87,-,2.52,0,-
09-Jun-2018 16:20:55.268,-1.23,9.29,4.06,0.08,-,-0.08,0.18,-0.15,-,13.92,0,0,-,700,0.02,90.59,1345.61,270.87,33.03,-116.87,-,7.93,0,-
09-Jun-2018 16:20:56.264,-0.68,9.17,2.83,0.02,-,0.11,-0.11,-0.26,-,13.92,0,0,-,700,0.02,90.59,1345.63,270.95,33.03,-116.87,-,14.13,0,-
09-Jun-2018 16:20:57.267,-1.49,8.75,4.3,0.04,-,-0.05,0.05,-0.11,-,13.92,0,0,-,700,0.02,90.59,1346.52,270.21,33.03,-116.87,-,18.2,0,-
09-Jun-2018 16:20:58.264,-1.92,8.66,4.15,0.01,-,-0.13,0.03,-0.08,-,13.92,0,0,-,700,0.02,90.59,1345.73,269.84,33.03,-116.87,-,22.05,0,-
09-Jun-2018 16:20:59.266,-1.74,8.42,4.49,0.03,-,-0.15,0.08,-0.12,-,13.92,0,0,-,700,0.02,90.59,1344.9,270.45,33.03,-116.87,-,25.1,0,-
09-Jun-2018 16:21:00.266,-0.96,8.25,5.06,0.01,-,-0.06,0.05,0.02,-,13.92,0,0,-,700,0.02,90.59,1345.92,269.9,33.03,-116.87,-,27.09,0,-
09-Jun-2018 16:21:01.270,-1.74,8.53,4.38,-0.02,-,-0.08,0.04,-0.06,-,13.92,0,0,-,700,0.02,90.59,1346.43,269.51,33.03,-116.87,-,29.85,0,-
09-Jun-2018 16:21:02.265,-1.24,9.05,5.46,-0.01,-,-0.05,0.03,-0.13,-,13.92,0,0,-,700,0.02,90.59,1346.6,270.42,33.03,-116.87,-,31.57,0,-
09-Jun-2018 16:21:03.265,-1.19,7.83,4.63,-0.01,-,-0.06,0.01,-0.08,-,13.92,0,0,-,700,0.02,90.59,1346.71,270.3,33.03,-116.87,-,33.5,0,-
09-Jun-2018 16:21:04.266,-1.52,8.2,5.38,0,-,-0.1,0.05,0,-,13.92,0,0,-,700,0.02,90.59,1345.98,270.27,33.03,-116.87,-,35.66,0,-
09-Jun-2018 16:21:05.270,-1.75,8.31,3.99,-0.01,-,-0.12,0.06,-0.14,-,13.92,0,0,-,700,0.02,90.59,1345.39,270.02,33.03,-116.87,-,37.03,0,-
09-Jun-2018 16:21:06.268,0.11,8.74,4.95,0.06,-,-0.07,0.12,0.07,-,13.92,0,0,-,700,0.02,90.59,1346.01,270.05,33.03,-116.87,-,39.04,0,-
09-Jun-2018 16:21:07.270,-0.92,7.22,3.59,-0.13,-,-0.16,0.03,-0.08,-,13.92,0,0,-,700,0.02,90.59,1345.55,270.38,33.03,-116.87,-,40.5,0,-
09-Jun-2018 16:21:08.267,-1.44,8.66,4.85,0.06,-,-0.09,0.09,-0.05,-,13.92,0,0,-,700,0.02,90.59,1344.35,269.79,33.03,-116.87,-,41.97,0,-
09-Jun-2018 16:21:09.267,-1.05,7.65,6.93,-0.01,-,-0.1,-0.12,0.06,-,13.92,0,0,-,700,0.02,90.59,1342.87,270.99,33.03,-116.87,-,43.58,0,-
09-Jun-2018 16:21:10.266,-0.78,7.28,5.86,-0.01,-,-0.07,-0.03,0.11,-,13.92,0,0,-,700,0.02,90.59,1341.83,270.44,33.03,-116.87,-,42.53,0,-
09-Jun-2018 16:21:11.267,-0.95,7.85,6.52,0.06,-,-0.05,-0.08,-0.01,-,13.92,0,0,-,700,0.02,90.59,1339.11,269.82,33.03,-116.87,-,41.29,0,-
09-Jun-2018 16:21:12.265,-1.33,7.71,5.83,0.03,-,-0.08,-0,0.05,-,13.92,0,1,-,700,0.02,90.59,1338.36,269.82,33.03,-116.87,-,40.12,0,-
09-Jun-2018 16:21:13.266,-1.6,8.02,6.25,0.1,-,-0.1,0.03,0.09,-,13.92,0,1,-,700,0.02,90.59,1337.41,269.93,33.03,-116.87,-,39.25,0,-
09-Jun-2018 16:21:14.267,-1.19,8.21,5.77,0.07,-,-0.06,0.05,0.04,-,13.92,0,0,-,700,0.02,90.59,1335.83,269.14,33.03,-116.87,-,38.96,0,-
09-Jun-2018 16:21:15.265,-1.13,8.07,5.54,0,-,-0.01,-0.05,-0.04,-,13.92,0,0,-,700,0.02,90.59,1334.11,269.5,33.03,-116.87,-,38.99,0,-
09-Jun-2018 16:21:16.265,-1.36,6.6,5,-0.11,-,-0.06,-0.07,0.07,-,13.92,0,0,-,700,0.02,90.59,1331.66,269.12,33.03,-116.87,-,39.12,0,-
09-Jun-2018 16:21:17.266,-0.84,7.81,6.29,0.04,-,-0.06,-0.03,0.15,-,13.92,0,0,-,700,0.02,90.59,1329.3,268.99,33.03,-116.87,-,39.37,0,-
09-Jun-2018 16:21:18.266,-1.68,8.87,6.52,0.17,-,-0.03,-0.06,-0.13,-,13.92,0,0,-,700,0.02,90.59,1326.82,269.3,33.03,-116.87,-,39.27,0,-
09-Jun-2018 16:21:19.267,-1.91,8.7,7.42,0.03,-,0.02,-0.01,-0.01,-,13.92,0,0,-,700,0.02,90.59,1326.08,269.78,33.03,-116.87,-,39.9,0,-
09-Jun-2018 16:21:20.266,-0.55,7.16,6.18,0,-,-0.04,0.03,0.13,-,13.92,0,0,-,700,0.02,90.59,1326.21,270.26,33.03,-116.87,-,39.76,0,-
09-Jun-2018 16:21:21.265,-1.92,7.7,4.82,-0.02,-,-0.01,-0.01,0.03,-,13.92,0,0,-,700,0.02,90.59,1325.2,269.98,33.03,-116.87,-,39.19,0,-
09-Jun-2018 16:21:22.266,-1.44,8.27,6.11,0.1,-,-0.03,-0.01,0.1,-,13.92,0,0,-,700,0.02,90.59,1325.06,269.96,33.03,-116.87,-,39.19,0,-
09-Jun-2018 16:21:23.266,-0.51,8.3,7.04,0.05,-,-0.09,0.07,0.07,-,13.92,0,0,-,700,0.02,90.59,1324.58,270.12,33.03,-116.87,-,39.31,0,-
09-Jun-2018 16:21:24.267,-0.86,7.26,5.38,-0.04,-,-0.01,-0.06,-0.04,-,13.92,0,0,-,700,0.02,90.59,1323.03,270.11,33.03,-116.87,-,39.28,0,-
09-Jun-2018 16:21:25.266,-1.47,8.16,6.34,0.02,-,0.06,0.04,0.02,-,13.92,0,0,-,700,0.02,90.59,1321.6,269.85,33.03,-116.87,-,39.47,0,-
09-Jun-2018 16:21:26.267,-0.7,6.92,5.77,-0.04,-,-0.01,-0.08,0.04,-,13.92,0,0,-,700,0.02,90.59,1320.18,270.16,33.03,-116.87,-,39.48,0,-
