Timestamp,Lat,Long,LocAccuracy,Altitude
548641249.917235,33.019181,-117.098594,67.383134,190.633499
548641250.916743,33.019181,-117.098594,67.383134,190.633499
548641251.916615,33.018207,-117.097788,30.000000,191.431461
