Device Time, G(x), G(y), G(z), G(calibrated), AC,Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Brake switch 5(bite),Closed throttle(bite),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (OBD)(mph)
09-Jun-2018 08:21:57.615,0.57,6.03,7.43,-0.01,-,0.02,-0.08,0.03,-,13.92,-,-,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:21:58.613,0.52,6.12,7.51,0,-,0.02,-0.08,0.05,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:21:59.613,0.58,6.2,7.1,-0.02,-,0.02,-0.07,0.04,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:00.612,-0.04,6.46,6.69,0,-,-0.07,-0.04,0.03,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:01.620,0.19,4.58,8.37,-0.01,-,-0.02,-0.22,0.17,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:02.617,-1.46,5.61,8.58,0.07,-,-0.19,-0.13,0.18,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:03.616,-2.5,5.84,7.45,-0,-,-0.3,-0.1,0.07,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:04.614,0.5,5.9,6.07,-0.12,-,-0.13,-0.1,0.09,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:05.672,0.3,5.48,7.7,-0.02,-,-0.01,-0.16,0.11,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:06.616,0.13,5.56,7.76,-0.01,-,-0.03,-0.13,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:07.613,0.21,5.79,7.57,-0.02,-,-0.02,-0.11,0.08,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:08.613,0.14,5.83,7.76,-0.01,-,-0.03,-0.11,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:09.615,-0.05,5.77,7.69,-0.01,-,-0.05,-0.11,0.09,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:10.612,0.11,5.48,7.86,-0.01,-,-0.03,-0.14,0.11,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:11.613,-0.06,5.6,7.76,-0.01,-,-0.05,-0.13,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:12.613,-0.1,5.67,7.79,-0,-,-0.06,-0.11,0.07,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:13.614,-0.16,5.62,7.8,-0.01,-,-0.06,-0.12,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:14.612,-0.16,5.72,7.52,-0.02,-,-0.06,-0.12,0.07,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:15.612,0.04,5.6,7.73,-0.01,-,-0.04,-0.12,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:16.614,-0.01,5.68,7.79,-0,-,-0.04,-0.12,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:17.614,0.01,5.74,7.35,0,-,-0.08,-0.11,0.15,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:18.614,-0.11,5.73,7.66,-0.01,-,-0.05,-0.11,0.09,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:19.620,-0.01,5.71,7.75,-0.01,-,-0.06,-0.11,0.08,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:20.613,-0.14,5.7,7.76,-0.01,-,-0.06,-0.13,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:21.620,-0.48,6.09,7.02,-0.01,-,-0.09,-0.08,0.02,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:22.618,-0.21,5.62,7.75,-0.01,-,-0.06,-0.13,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:23.618,-0.22,5.67,7.73,-0.01,-,-0.07,-0.12,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:24.620,-0.28,5.62,7.62,-0.02,-,-0.08,-0.12,0.1,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:25.613,-0.31,5.62,7.65,-0.01,-,-0.07,-0.14,0.11,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:26.615,-0.25,5.88,7.6,-0.01,-,-0.06,-0.12,0.09,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:27.615,-0.36,5.9,7.51,-0.01,-,-0.09,-0.1,0.08,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:28.617,-0.48,6.21,7.45,-0.01,-,-0.07,-0.09,0.05,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
09-Jun-2018 08:22:29.614,-0.37,6.11,7.58,0.01,-,-0.07,-0.08,0.05,-,13.92,0,1,-,1000,0,98.43,1337.01,302.55,33.04,-116.87,-,0
