Device Time, G(x),GPS Latitude(°),GPS Longitude(°)
6/6/2018 16:32,-0.63,33.02,-117.1
6/6/2018 16:32,-0.42,33.02,-117.1
6/6/2018 16:32,-0.4,33.02,-117.1
6/6/2018 16:32,-0.52,33.02,-117.1
6/6/2018 16:32,-0.55,33.02,-117.1
6/6/2018 16:32,-0.43,33.02,-117.1
6/6/2018 16:32,-0.57,33.02,-117.1
6/6/2018 16:32,-0.56,33.02,-117.1
6/6/2018 16:32,-0.15,33.02,-117.1
6/6/2018 16:32,-0.54,33.02,-117.1
6/6/2018 16:32,-0.41,33.02,-117.1
6/6/2018 16:32,-0.38,33.02,-117.1
6/6/2018 16:32,-0.63,33.02,-117.1
6/6/2018 16:32,-0.53,33.02,-117.1
6/6/2018 16:32,-0.69,33.02,-117.1
6/6/2018 16:32,-0.54,33.02,-117.1
6/6/2018 16:32,-0.64,33.02,-117.1
6/6/2018 16:32,-0.63,33.02,-117.1
6/6/2018 16:32,-0.76,33.02,-117.1
6/6/2018 16:32,-0.45,33.02,-117.1
6/6/2018 16:32,-0.69,33.02,-117.1
6/6/2018 16:32,-0.64,33.02,-117.1
6/6/2018 16:32,-0.43,33.02,-117.1
6/6/2018 16:32,-0.75,33.02,-117.1
6/6/2018 16:32,-0.54,33.02,-117.1
6/6/2018 16:32,-0.41,33.02,-117.1
6/6/2018 16:32,-0.48,33.02,-117.1
6/6/2018 16:32,-0.63,33.02,-117.1
6/6/2018 16:32,-0.73,33.02,-117.1
6/6/2018 16:32,-0.27,33.02,-117.1
6/6/2018 16:32,-0.67,33.02,-117.1
6/6/2018 16:32,-0.36,33.02,-117.1
6/6/2018 16:32,-0.32,33.02,-117.1
6/6/2018 16:32,-0.62,33.02,-117.1
