Device Time, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Ambient air temp(°F),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°F),Engine RPM(rpm),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Intake Air Temperature(°F),Speed (OBD)(mph)
04-Jun-2018 06:01:06.625,0.78,3.87,11.25,0.23,0.39,0.51,1.08,-,13.92,159.8,712.5,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:07.616,0.57,-0.91,8.98,-0.06,0.09,-0.06,1.05,-,13.92,159.8,712.5,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:08.615,-0.2,-0.6,8.38,-0.06,-0.23,-0.01,0.65,-,13.92,161.6,700,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:09.615,-1.1,-0.65,8.49,-0.11,-0.11,-0.07,0.76,-,13.92,161.6,700,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:10.616,-1.63,0.04,9.36,-0,-0.17,0,0.89,-,13.92,161.6,700,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:11.615,-1.6,0.09,9.42,-0.01,-0.16,0.01,0.86,-,13.92,161.6,700,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:12.615,-1.66,0.1,9.5,-0,-0.17,0.01,0.87,-,13.92,161.6,687.5,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:13.618,-1.7,0.05,9.78,0,-0.17,0,0.9,-,13.92,161.6,687.5,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:14.617,-3.65,0.38,8.85,-0.01,-0.37,0.04,0.8,-,13.92,161.6,675,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:15.617,-2.7,1.39,12.85,0.36,-0.28,0.14,1.21,-,13.92,161.6,675,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:16.615,-0.86,4.36,6.37,-0.26,0.12,0.21,0.43,-,13.92,163.4,687.5,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:17.616,1.04,10.43,8.81,0.41,0.27,0.43,0.75,-,13.92,163.4,687.5,0,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:18.616,2.43,7.61,4.39,-0.04,0.21,0.74,0.3,-,13.92,163.4,700,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:19.618,1.1,7.23,6.17,-0.01,0.19,0.7,0.57,-,13.92,163.4,700,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:20.616,-0.03,6.84,6.57,-0.01,0.08,0.63,0.55,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:21.615,1.18,7.23,6.44,0.01,0.12,0.74,0.56,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:22.616,0.68,7.08,5.14,0.03,0.07,0.72,0.42,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:23.616,-5.49,16.36,7.96,0.95,-0.56,1.67,0.71,-,13.92,163.4,700,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:24.616,-0.11,7.04,6.56,-0.02,-0.01,0.72,0.57,-,13.92,163.4,700,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:25.616,-0.08,7.03,6.68,0,-0.01,0.72,0.58,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:26.617,-0.17,7.03,6.63,-0,-0.01,0.71,0.57,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:27.617,-0.15,7.09,6.73,0.01,-0.01,0.71,0.56,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:28.618,-0.06,7.06,6.45,-0.01,0.01,-0.01,-0.02,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:29.616,-0.19,7.12,6.58,-0.01,0,0,-0.01,-,13.92,163.4,687.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:30.616,0.23,7.15,6.56,-0,0.01,0.03,-0.08,-,13.92,163.4,675,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:31.616,-0.02,7.15,6.47,-0.01,0.01,0.01,-0.03,-,13.92,163.4,675,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:32.616,0.23,6.97,5.18,0.01,-0,0.01,0.03,-,13.92,163.4,550,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:33.617,-0.01,7.06,6.58,-0.01,0.01,0,-0.01,-,13.92,163.4,550,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:34.617,0.03,7.11,6.27,-0.02,0.01,0,0,-,13.92,163.4,600,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:35.615,-0.2,7.1,6.32,-0.02,-0,0.01,-0,-,13.92,163.4,600,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:36.616,-0.18,7.13,6.73,-0.01,0,0.01,0,-,13.92,163.4,612.5,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:37.616,-0.11,7.08,6.73,0,0.01,0,0,-,13.92,163.4,600,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:38.616,-0.08,7.29,6.56,-0.01,0.01,0.02,-0.02,-,13.92,163.4,600,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:39.615,-0.12,7.08,6.36,-0.02,0.01,0,-0.04,-,13.92,163.4,750,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:40.616,-0.11,7.37,6.62,-0.01,0.03,0.02,-0.07,-,13.92,163.4,750,0,88.24,-,-,-,-,82.4,0
04-Jun-2018 06:01:41.615,0.01,7.17,6.61,-0.01,0.01,0.01,-0.03,-,13.92,163.4,750,0.01,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:42.616,0.11,7.59,6.3,0.01,-0,0.03,-0.05,-,13.92,163.4,750,0.01,88.24,-,-,-,-,80.6,0
04-Jun-2018 06:01:43.616,0.39,7.04,6,-0.01,0.03,0.03,-0.04,-,13.92,163.4,925,0.01,88.24,-,-,-,-,80.6,1.24
04-Jun-2018 06:01:44.619,0.34,7.24,6.64,0.01,0.05,0.02,-0.01,-,13.92,165.2,1000,0.01,88.24,-,-,-,-,80.6,1.24
04-Jun-2018 06:01:45.616,0.24,7.33,6.37,-0,0.04,0.03,-0.04,-,13.92,165.2,1000,0.01,88.24,-,-,-,-,80.6,2.49
04-Jun-2018 06:01:46.617,0.26,7.04,6.57,-0.01,0.04,-0,-0.02,-,13.92,165.2,1000,0.01,88.24,-,-,-,-,80.6,3.73
04-Jun-2018 06:01:47.617,0.71,6.79,5.96,-0.04,0.09,-0.03,-0.08,-,13.92,165.2,1000,0.01,88.24,-,-,-,-,80.6,3.73
04-Jun-2018 06:01:48.617,0.48,7.13,7.38,0.05,0.07,0.01,0.07,-,13.92,165.2,987.5,0.01,87.84,-,-,-,-,80.6,4.97
04-Jun-2018 06:01:49.616,0.23,6.43,6.21,-0.05,0.05,-0.04,-0.03,-,13.92,165.2,987.5,0.01,87.45,-,-,-,-,80.6,4.97
04-Jun-2018 06:01:50.615,-0.03,7.14,6.7,0.01,0.02,0.02,0.03,-,13.92,165.2,925,0.01,87.45,-,-,-,-,80.6,4.97
04-Jun-2018 06:01:51.615,0.15,7.04,6.7,-0.01,0.02,0.01,0.04,-,13.92,165.2,925,0.01,87.45,-,-,-,-,80.6,4.97
04-Jun-2018 06:01:52.616,0.49,6.76,6.24,-0.01,0.1,-0.04,-0.02,-,13.92,165.2,912.5,0.01,87.45,-,-,-,-,80.6,4.97
04-Jun-2018 06:01:53.617,0.54,7,7.01,0.02,-0.04,-0,-0.01,-,13.92,165.2,987.5,0.01,87.45,-,-,-,-,80.6,4.97
04-Jun-2018 06:01:54.615,0.13,7.95,5.83,0.04,0.03,0.09,-0.09,-,13.92,165.2,987.5,0.01,87.45,-,-,-,-,80.6,3.73
04-Jun-2018 06:01:55.615,0.51,7.73,5.3,-0.04,0.07,0.07,-0.15,-,13.92,165.2,1587.5,0.02,87.06,-,-,-,-,80.6,6.21
04-Jun-2018 06:01:56.617,0.22,7.54,6.25,-0.03,0.04,0.05,-0.05,-,13.92,165.2,1587.5,0.02,86.67,-,-,-,-,80.6,6.21
04-Jun-2018 06:01:57.615,0.34,7.48,5.84,-0.03,0.05,0.04,-0.09,-,13.92,165.2,1700,0.02,86.67,-,-,-,-,78.8,9.94
04-Jun-2018 06:01:58.615,0.34,7.58,6.62,0.03,0.05,0.05,-0.01,-,13.92,165.2,1700,0.02,86.67,-,-,-,-,78.8,9.94
04-Jun-2018 06:01:59.616,-0.17,7.82,6.94,0.01,0.1,0.01,-0.05,-,13.92,165.2,1662.5,0.03,86.67,-,-,-,-,78.8,12.43
04-Jun-2018 06:02:00.615,0.07,7.37,6.78,0.03,0.09,-0,-0.03,-,13.92,165.2,1662.5,0.03,86.27,-,-,-,-,78.8,12.43
04-Jun-2018 06:02:01.614,0.53,6.85,6.07,-0.02,0.03,0.02,0.06,-,13.92,165.2,1025,0.01,86.27,-,-,-,-,78.8,13.67
04-Jun-2018 06:02:02.615,0.22,6.45,7.02,-0.02,0.1,-0.06,-0.03,-,13.92,165.2,1025,0.01,86.27,-,-,-,-,78.8,13.67
04-Jun-2018 06:02:03.615,-0.19,6.93,6.64,-0.01,-0,-0.01,-0.01,-,13.92,165.2,1012.5,0.01,86.27,-,-,-,-,78.8,13.67
04-Jun-2018 06:02:04.615,-0.08,6.21,8.07,-0,0.01,-0.09,0.14,-,13.92,167,950,0.01,86.67,-,-,-,-,78.8,12.43
04-Jun-2018 06:02:05.615,-0.21,6.08,7.44,-0.01,-0,-0.1,0.07,-,13.92,167,950,0.01,86.67,-,-,-,-,78.8,12.43
04-Jun-2018 06:02:06.615,0.86,5.56,7.1,0,0.01,-0.06,0.2,-,13.92,167,837.5,0,87.06,-,-,-,-,78.8,7.46
04-Jun-2018 06:02:07.616,0.55,6.07,6.63,-0.08,0.04,-0.06,0.02,-,13.92,167,837.5,0,87.06,-,-,-,-,78.8,7.46
04-Jun-2018 06:02:08.615,0.27,6.24,7.14,-0.03,0.06,-0.06,0.05,-,13.92,167,737.5,0.01,87.06,-,-,-,-,78.8,3.73
04-Jun-2018 06:02:09.615,0.03,6.69,7.16,-0,0.03,-0.05,0.04,-,13.92,167,737.5,0.01,87.06,-,-,-,-,78.8,3.73
04-Jun-2018 06:02:10.615,0.05,6.87,6.83,-0.01,0.02,-0.02,0.01,-,13.92,167,700,0.01,87.06,-,-,-,-,78.8,2.49
04-Jun-2018 06:02:11.615,0.18,6.44,7.15,-0.02,0.04,-0.06,0.04,-,13.92,167,637.5,0.01,87.06,-,-,-,-,78.8,2.49
04-Jun-2018 06:02:12.615,0.34,7.08,6.47,-0.01,0.05,0,-0.03,-,13.92,167,637.5,0.01,87.06,-,-,-,-,78.8,1.24
04-Jun-2018 06:02:13.615,0.25,6.99,6.45,-0.02,0.04,-0.01,-0.03,-,13.92,167,662.5,0.01,86.67,-,-,-,-,78.8,0
04-Jun-2018 06:02:14.617,0.12,7.06,6.85,0.01,0.04,-0.01,0.01,-,13.92,167,662.5,0.01,86.67,-,-,-,-,78.8,0
04-Jun-2018 06:02:15.615,0.18,7.15,6.19,-0.01,0.04,0.03,-0.05,-,13.92,167,775,0.01,86.67,-,-,-,-,78.8,0
04-Jun-2018 06:02:16.616,0.57,8.12,5.3,0.01,0.03,0.15,-0.22,-,13.92,167,775,0.01,86.67,-,-,-,-,78.8,0
04-Jun-2018 06:02:17.614,0.08,8.06,4.43,-0.06,0.04,0.14,-0.29,-,13.92,168.8,1700,0.02,86.67,-,-,-,-,78.8,3.73
04-Jun-2018 06:02:18.615,0.11,8.18,5.23,0.01,-0,0.13,-0.16,-,13.92,168.8,1700,0.03,86.67,-,-,-,-,78.8,3.73
04-Jun-2018 06:02:19.614,-0.14,6.9,5.92,-0.07,0,-0.01,-0.08,-,13.92,168.8,1837.5,0.03,86.67,-,-,-,-,77,11.18
04-Jun-2018 06:02:20.616,0.17,7.56,5.07,0.06,0.04,0.05,-0.17,-,13.92,168.8,1212.5,0.01,86.67,-,-,-,-,77,11.18
04-Jun-2018 06:02:21.617,-0.31,7.53,5.04,-0.03,-0.01,0.05,-0.17,-,13.92,168.8,1212.5,0.01,86.67,-,-,-,-,77,13.67
04-Jun-2018 06:02:22.615,-0.58,7.52,5.46,-0.04,-0.11,0.13,-0.02,-,13.92,168.8,2287.5,0.03,86.67,-,-,-,-,77,16.16
04-Jun-2018 06:02:23.615,-1.08,8.02,7.39,-0.01,0.05,0.01,-0.13,-,13.92,168.8,2287.5,0.03,86.67,-,-,-,-,77,16.16
04-Jun-2018 06:02:24.615,-1.12,8.15,6.68,0.09,-0.04,0.14,-0,-,13.92,168.8,1400,0.02,86.67,-,-,-,-,77,19.88
04-Jun-2018 06:02:25.616,-0.52,7.54,6.16,-0.01,-0.02,0.02,-0.05,-,13.92,168.8,1400,0.02,86.67,-,-,-,-,75.2,19.88
04-Jun-2018 06:02:26.620,-0.21,7.63,5.97,-0.01,-0,0.06,-0.08,-,13.92,168.8,1262.5,0.02,86.67,-,-,-,-,75.2,22.37
04-Jun-2018 06:02:27.616,0.23,7.54,6.65,0.03,0.04,0.05,-0.01,-,13.92,168.8,1262.5,0.02,86.67,-,-,-,-,75.2,22.37
04-Jun-2018 06:02:28.616,0.6,6.24,5.91,-0.05,0.08,-0.08,-0.08,-,13.92,168.8,1187.5,0.02,86.67,-,-,-,-,75.2,23.61
04-Jun-2018 06:02:29.616,0.24,5.75,5.69,-0.17,0.04,-0.13,-0.11,-,13.92,170.6,1187.5,0.01,86.67,-,-,-,-,75.2,23.61
04-Jun-2018 06:02:30.614,0.23,5.66,6.21,0.01,0.04,-0.14,-0.05,-,13.92,170.6,1112.5,0.01,86.67,-,-,-,-,77,22.37
04-Jun-2018 06:02:31.615,0.26,6.22,7.15,-0.03,0.04,-0.08,0.04,-,13.92,172.4,1150,0,87.06,-,-,-,-,77,22.37
04-Jun-2018 06:02:32.615,-0.71,7.1,7.19,0.02,-0.05,0.01,0.09,-,13.92,172.4,1150,0,87.06,-,-,-,-,77,21.13
04-Jun-2018 06:02:33.616,0.16,6.2,6.54,-0.07,0.01,-0.02,0.04,-,13.92,172.4,1112.5,0,87.06,-,-,-,-,77,19.88
04-Jun-2018 06:02:34.615,-0.05,6.56,6.84,-0.03,-0,-0.06,-0.01,-,13.92,172.4,1112.5,0,87.06,-,-,-,-,77,19.88
04-Jun-2018 06:02:35.615,-0.48,6.97,7.18,0.01,0,-0.03,0.02,-,13.92,172.4,1100,0,87.06,-,-,-,-,77,17.4
04-Jun-2018 06:02:36.615,0.12,6.41,6.25,-0.08,0.03,-0.07,-0.05,-,13.92,172.4,1100,0,87.45,-,-,-,-,77,17.4
04-Jun-2018 06:02:37.615,0.08,6.46,6.81,0.02,0.03,-0.06,0.01,-,13.92,172.4,1087.5,0,87.45,-,-,-,-,77,16.16
04-Jun-2018 06:02:38.614,0.38,5.97,6.45,-0.1,0.06,-0.11,-0.03,-,13.92,172.4,900,0,87.45,-,-,-,-,77,16.16
04-Jun-2018 06:02:39.616,1.01,7.89,9.59,-0.06,0.12,0.09,0.29,-,13.92,172.4,900,0,87.45,-,-,-,-,77,16.16
04-Jun-2018 06:02:40.615,-0.16,7.4,6.41,0.01,0,0.04,-0.03,-,13.92,172.4,1512.5,0.02,87.45,-,-,-,-,77,14.91
04-Jun-2018 06:02:41.615,-0.99,7.65,6.32,0.01,-0.08,0.06,-0.04,-,13.92,172.4,1512.5,0.02,87.45,-,-,-,-,77,14.91
04-Jun-2018 06:02:42.614,0.15,7.84,5.71,-0,0.02,0.14,-0.01,-,13.92,172.4,1912.5,0.03,87.45,-,-,-,-,77,17.4
04-Jun-2018 06:02:43.616,-0.09,7.32,5.78,-0.04,0.11,0.01,-0.16,-,13.92,172.4,1912.5,0.03,87.45,-,-,-,-,77,17.4
04-Jun-2018 06:02:44.615,0.64,8.04,6.14,0.04,0.11,-0.03,-0.11,-,13.92,172.4,1562.5,0.02,87.45,-,-,-,-,75.2,19.88
04-Jun-2018 06:02:45.615,0.84,7.78,7.4,0.07,-0.03,0.09,0.02,-,13.92,172.4,1562.5,0.02,87.45,-,-,-,-,75.2,19.88
04-Jun-2018 06:02:46.616,-0.37,8.04,6.8,0.08,0.05,0.06,-0.15,-,13.92,172.4,1300,0.02,87.45,-,-,-,-,75.2,22.37
04-Jun-2018 06:02:47.615,-0.16,7.57,6.52,-0.02,0.1,-0.01,-0.11,-,13.92,172.4,1262.5,0.02,87.45,-,-,-,-,75.2,22.37
04-Jun-2018 06:02:48.614,-1.05,8.22,6.57,0.08,-0.12,0.17,0.01,-,13.92,172.4,1262.5,0.02,87.45,-,-,-,-,75.2,23.61
04-Jun-2018 06:02:49.615,-0.89,7.31,5.39,-0.04,-0.07,0.03,-0.14,-,13.92,172.4,1300,0.02,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:50.614,-1.14,7.67,6.82,0.06,-0.1,0.06,0.01,-,13.92,172.4,1300,0.02,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:51.616,-0.93,7.55,6.86,-0.06,-0.08,0.05,0.01,-,13.92,172.4,1200,0.02,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:52.615,-0.64,7.14,7.25,0.05,-0.05,0.01,0.05,-,13.92,172.4,1200,0.02,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:53.615,-0.12,6.47,5.88,-0.07,0.06,-0.11,-0.06,-,13.92,172.4,1112.5,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:54.614,-0.3,7.09,6.47,-0.05,0.06,-0.12,-0.07,-,13.92,174.2,1112.5,0.01,87.84,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:55.616,1.02,5.48,5.86,-0.17,0.02,0.06,-0.03,-,13.92,174.2,1112.5,0.01,87.84,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:56.615,-0.16,7.25,6.55,0.02,0.03,0.05,0.11,-,13.92,174.2,1112.5,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:57.615,0.16,7.21,5.9,-0.04,-0.02,0.04,0.03,-,13.92,174.2,1112.5,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:58.615,-0.42,7.4,5.46,-0.01,0.01,-0.02,-0.15,-,13.92,174.2,1175,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:02:59.615,0.25,6.4,5.84,-0.11,0.02,-0.04,-0.03,-,13.92,176,1175,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:00.615,-0.09,6.35,6.9,0.01,0.01,-0.07,0.02,-,13.92,176,1162.5,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:01.615,-0.59,7.13,7.11,0.03,-0.04,0.01,0.04,-,13.92,176,1162.5,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:02.614,-0.2,6.28,6.41,-0.04,-0,-0.08,-0.03,-,13.92,176,1137.5,0.01,87.45,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:03.615,-1.2,6.77,7.19,0.02,-0.1,-0.03,0.05,-,13.92,176,1175,0.01,87.84,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:04.615,0.33,6.96,6.97,0.01,0.05,-0.01,0.03,-,13.92,176,1175,0.01,87.84,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:05.615,0.23,7.1,4.98,-0.03,0.12,-0.06,-0.17,-,13.92,176,1175,0.02,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:06.616,0.11,7.95,7.96,0.15,0.09,-0.01,-0.01,-,13.92,176,1175,0.02,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:07.615,-0.35,7.86,6.27,0.01,-0.02,-0,0.03,-,13.92,176,1262.5,0.02,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:08.615,-0.17,7.05,6.62,-0.01,0.02,-0.05,-0.02,-,13.92,177.8,1262.5,0.02,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:09.615,-0.9,7.46,6.91,-0.03,0.12,-0.09,-0.15,-,13.92,177.8,1125,0.01,87.84,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:10.617,0.43,7.16,6.98,0.03,0.02,0.02,-0.08,-,13.92,177.8,1150,0.01,87.84,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:11.616,-0.11,7.82,5.8,0,0.01,0.08,-0.09,-,13.92,177.8,1150,0.01,87.84,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:12.616,-0.34,7.72,7.48,0.02,-0.02,0.07,0.08,-,13.92,177.8,1112.5,0.01,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:13.616,0.76,7.09,5.84,-0.05,0.08,-0.03,-0.14,-,13.92,177.8,1112.5,0.01,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:14.615,-0.77,7.02,6.08,0.01,-0.02,0,-0.07,-,13.92,177.8,1312.5,0.02,87.84,-,-,-,-,75.2,22.37
04-Jun-2018 06:03:15.615,0.45,7.64,5.88,-0.01,0.06,0.06,-0.09,-,13.92,177.8,1312.5,0.02,88.24,-,-,-,-,73.4,22.37
04-Jun-2018 06:03:16.616,-0.73,7.55,5.86,-0.08,-0.06,0.05,-0.09,-,13.92,177.8,1275,0.02,88.24,-,-,-,-,73.4,23.61
04-Jun-2018 06:03:17.615,-1.15,7.28,6.9,0.04,-0.1,0.02,0.02,-,13.92,177.8,1275,0.01,88.24,-,-,-,-,73.4,23.61
04-Jun-2018 06:03:18.616,-0.5,6.91,6.18,-0.05,-0.03,-0.01,-0.06,-,13.92,177.8,1225,0.01,88.24,-,-,-,-,73.4,23.61
04-Jun-2018 06:03:19.616,-0.27,7.23,6.09,-0.02,-0.01,0.02,-0.06,-,13.92,177.8,1200,0.01,88.63,-,-,-,-,73.4,23.61
04-Jun-2018 06:03:20.614,-0.13,6.53,6.22,-0.07,0,-0.05,-0.05,-,13.92,177.8,1200,0.01,88.63,-,-,-,-,73.4,24.85
04-Jun-2018 06:03:21.615,0.15,6.69,6.9,-0,0.03,-0.04,0.02,-,13.92,177.8,1137.5,0.01,88.24,-,-,-,-,73.4,26.1
04-Jun-2018 06:03:22.614,0.75,6.65,5.99,-0.01,0.03,-0.04,0.13,-,13.92,177.8,1137.5,0.01,88.24,-,-,-,-,73.4,26.1
04-Jun-2018 06:03:23.615,-0.34,7.13,6.77,0.01,0.08,-0.02,-0.21,-,13.92,177.8,1187.5,0.01,88.24,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:24.616,-0.08,6.73,6.14,-0.03,-0.03,-0.02,-0.05,-,13.92,179.6,1187.5,0.01,88.24,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:25.615,-0.16,7.28,6.11,-0.02,-0.04,0,0.01,-,13.78,179.6,1150,0.01,88.24,-,-,-,-,73.4,24.85
04-Jun-2018 06:03:26.615,-0.12,7.42,7.16,0.01,0.09,-0.03,-0.02,-,13.78,179.6,1150,0.01,87.84,-,-,-,-,73.4,24.85
04-Jun-2018 06:03:27.615,0.67,6.77,7.09,0.01,0.08,-0.11,-0.04,-,13.63,179.6,1150,0.01,87.84,-,-,-,-,73.4,23.61
04-Jun-2018 06:03:28.615,-0.27,8.16,8.35,-0.03,-0.01,0.11,0.17,-,13.63,179.6,1100,0.01,87.84,-,-,-,-,73.4,23.61
04-Jun-2018 06:03:29.615,-1.24,7.27,7.84,0.1,-0.11,0.02,0.11,-,13.78,179.6,1100,0.01,87.84,-,-,-,-,75.2,23.61
04-Jun-2018 06:03:30.616,-0.07,6.56,6.45,-0.08,0.01,-0.05,-0.03,-,13.78,179.6,1175,0.01,87.45,-,-,-,-,75.2,22.37
04-Jun-2018 06:03:31.615,-0.4,7.18,6.69,0.01,-0.02,0.01,-0,-,13.92,179.6,1175,0.01,87.45,-,-,-,-,75.2,22.37
04-Jun-2018 06:03:32.616,-0.71,7.03,7.03,-0.05,-0.05,-0,0.03,-,13.78,179.6,1137.5,0,87.45,-,-,-,-,75.2,22.37
04-Jun-2018 06:03:33.615,-0.19,7.53,8.72,0.18,0.02,0.02,0.05,-,13.78,179.6,1137.5,0.01,87.45,-,-,-,-,75.2,22.37
04-Jun-2018 06:03:34.619,-0.03,7.53,7.27,0.03,-0.01,0.03,0.03,-,13.78,179.6,1125,0.01,87.45,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:35.615,-0.23,6.89,6.73,-0.01,0.02,0.04,0.09,-,13.78,179.6,1212.5,0.01,87.45,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:36.615,0.12,7.45,7.28,0.07,0,-0.01,0,-,13.92,179.6,1212.5,0.01,87.45,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:37.616,0.8,6.22,7.18,0.01,-0,-0.02,0.19,-,13.92,179.6,1187.5,0,87.45,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:38.617,0.69,5.77,6.75,-0.09,0.08,-0.12,-0.1,-,13.92,179.6,1187.5,0,87.45,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:39.616,0.05,6.79,6.63,-0.03,0.02,-0.03,-0.01,-,13.92,179.6,1187.5,0,87.45,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:40.615,0.97,6.72,6.03,-0.07,0.12,-0.03,-0.07,-,13.92,179.6,1187.5,0,87.06,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:41.616,-0.2,6.71,7.61,-0.01,-0,-0.03,0.09,-,13.92,179.6,1175,0,87.06,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:42.614,-0.2,6.92,7.01,0.01,-0,-0.01,0.03,-,13.92,179.6,1175,0.01,87.06,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:43.616,0.24,6.45,6.37,-0.04,0.06,-0.13,-0.11,-,13.92,179.6,1212.5,0.01,87.06,-,-,-,-,75.2,27.34
04-Jun-2018 06:03:44.614,-0.25,6.53,8.05,0.06,-0.03,0.02,0.04,-,13.92,179.6,1225,0,87.06,-,-,-,-,75.2,27.34
04-Jun-2018 06:03:45.616,-0.07,6.65,7.53,-0.03,0.01,-0.04,0.07,-,13.92,179.6,1225,0,87.06,-,-,-,-,75.2,27.34
04-Jun-2018 06:03:46.614,-0.21,6.8,7.59,0.05,0.01,0.02,0.18,-,13.92,179.6,1187.5,0,87.06,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:47.615,0.5,6.08,6.81,-0.03,0.05,-0.09,0.02,-,13.92,179.6,1187.5,0,87.06,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:48.615,0.63,6.1,6.59,-0.08,0.01,0,0.06,-,13.92,179.6,1187.5,0,87.06,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:49.620,0.17,7.27,6.89,0,0.02,0,0.02,-,13.92,177.8,1187.5,0,87.06,-,-,-,-,75.2,26.1
04-Jun-2018 06:03:50.615,0.44,6.48,6.12,-0.08,0.05,-0.09,-0.02,-,13.92,177.8,1175,0,87.06,-,-,-,-,75.2,24.85
04-Jun-2018 06:03:51.615,-0.33,7.6,7.43,0.03,-0.01,0.06,0.07,-,13.92,177.8,1187.5,0,87.06,-,-,-,-,75.2,24.85
